species_code	chunk_index	chunk_id	records	chunk_bases	complete_marker	out_present	gff_present	tbl_present	masked_present	final_outputs_complete	missing_final_outputs	output_dir
human_hg19	57	human_hg19_chunk_00001_chr1	chr1	249250621	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00001_chr1
human_hg19	58	human_hg19_chunk_00002_chr2	chr2	243199373	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00002_chr2
human_hg19	59	human_hg19_chunk_00003_chr3	chr3	198022430	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00003_chr3
human_hg19	60	human_hg19_chunk_00004_chr4	chr4	191154276	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00004_chr4
human_hg19	61	human_hg19_chunk_00005_chr5	chr5	180915260	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00005_chr5
human_hg19	62	human_hg19_chunk_00006_chr6	chr6	171115067	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00006_chr6
human_hg19	63	human_hg19_chunk_00007_chr7	chr7	159138663	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00007_chr7
human_hg19	64	human_hg19_chunk_00008_chrX	chrX	155270560	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00008_chrX
human_hg19	65	human_hg19_chunk_00009_chr8	chr8	146364022	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00009_chr8
human_hg19	66	human_hg19_chunk_00010_chr9	chr9	141213431	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00010_chr9
human_hg19	67	human_hg19_chunk_00011_chr10	chr10	135534747	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00011_chr10
human_hg19	68	human_hg19_chunk_00012_chr11	chr11	135006516	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00012_chr11
human_hg19	69	human_hg19_chunk_00013_chr12	chr12	133851895	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00013_chr12
human_hg19	70	human_hg19_chunk_00014_chr13	chr13	115169878	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00014_chr13
human_hg19	71	human_hg19_chunk_00015_chr14	chr14	107349540	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00015_chr14
human_hg19	72	human_hg19_chunk_00016_chr15	chr15	102531392	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00016_chr15
human_hg19	73	human_hg19_chunk_00017_chr16	chr16	90354753	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00017_chr16
human_hg19	74	human_hg19_chunk_00018_chr17	chr17	81195210	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00018_chr17
human_hg19	75	human_hg19_chunk_00019_chr18	chr18	78077248	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00019_chr18
human_hg19	76	human_hg19_chunk_00020_chr20	chr20	63025520	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00020_chr20
human_hg19	77	human_hg19_chunk_00021_chrY	chrY	59373566	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00021_chrY
human_hg19	78	human_hg19_chunk_00022_chr19	chr19	59128983	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00022_chr19
human_hg19	79	human_hg19_chunk_00023_chr22	chr22	51304566	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00023_chr22
human_hg19	80	human_hg19_chunk_00024_bundle	chr21	48129895	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00024_bundle
human_hg19	81	human_hg19_chunk_00025_bundle	chr6_ssto_hap7,chr6_mcf_hap5,chr6_cox_hap2,chr6_mann_hap4,chr6_apd_hap1,chr6_qbl_hap6,chr6_dbb_hap3,chr17_ctg5_hap1,chr4_ctg9_hap1,chr1_gl000192_random,chrUn_gl000225,chr4_gl000194_random,chr4_gl000193_random,chr9_gl000200_random,chrUn_gl000222,chrUn_gl000212,chr7_gl000195_random,chrUn_gl000223,chrUn_gl000224,chrUn_gl000219,chr17_gl000205_random,chrUn_gl000215,chrUn_gl000216,chrUn_gl000217,chr9_gl000199_random,chrUn_gl000211,chrUn_gl000213,chrUn_gl000220,chrUn_gl000218,chr19_gl000209_random,chrUn_gl000221,chrUn_gl000214,chrUn_gl000228,chrUn_gl000227,chr1_gl000191_random,chr19_gl000208_random,chr9_gl000198_random,chr17_gl000204_random,chrUn_gl000233,chrUn_gl000237,chrUn_gl000230,chrUn_gl000242,chrUn_gl000243,chrUn_gl000241,chrUn_gl000236,chrUn_gl000240,chr17_gl000206_random,chrUn_gl000232,chrUn_gl000234,chr11_gl000202_random,chrUn_gl000238,chrUn_gl000244,chrUn_gl000248,chr8_gl000196_random,chrUn_gl000249,chrUn_gl000246,chr17_gl000203_random,chr8_gl000197_random,chrUn_gl000245,chrUn_gl000247,chr9_gl000201_random,chrUn_gl000235,chrUn_gl000239,chr21_gl000210_random,chrUn_gl000231,chrUn_gl000229,chrM,chrUn_gl000226,chr18_gl000207_random	41483852	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg19/chunks/human_hg19_chunk_00025_bundle
human_hg38	82	human_hg38_chunk_00001_chr1	chr1	248956422	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00001_chr1
human_hg38	83	human_hg38_chunk_00002_chr10	chr10	133797422	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00002_chr10
human_hg38	84	human_hg38_chunk_00003_chr11	chr11	135086622	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00003_chr11
human_hg38	85	human_hg38_chunk_00004_bundle	chr11_KI270721v1_random	100316	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00004_bundle
human_hg38	86	human_hg38_chunk_00005_chr12	chr12	133275309	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00005_chr12
human_hg38	87	human_hg38_chunk_00006_chr13	chr13	114364328	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00006_chr13
human_hg38	88	human_hg38_chunk_00007_chr14	chr14	107043718	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00007_chr14
human_hg38	89	human_hg38_chunk_00008_bundle	chr14_GL000009v2_random,chr14_GL000225v1_random,chr14_KI270722v1_random,chr14_GL000194v1_random,chr14_KI270723v1_random,chr14_KI270724v1_random,chr14_KI270725v1_random,chr14_KI270726v1_random	1092620	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00008_bundle
human_hg38	90	human_hg38_chunk_00009_chr15	chr15	101991189	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00009_chr15
human_hg38	91	human_hg38_chunk_00010_bundle	chr15_KI270727v1_random	448248	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00010_bundle
human_hg38	92	human_hg38_chunk_00011_chr16	chr16	90338345	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00011_chr16
human_hg38	93	human_hg38_chunk_00012_bundle	chr16_KI270728v1_random	1872759	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00012_bundle
human_hg38	94	human_hg38_chunk_00013_chr17	chr17	83257441	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00013_chr17
human_hg38	95	human_hg38_chunk_00014_bundle	chr17_GL000205v2_random,chr17_KI270729v1_random,chr17_KI270730v1_random	578981	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00014_bundle
human_hg38	96	human_hg38_chunk_00015_chr18	chr18	80373285	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00015_chr18
human_hg38	97	human_hg38_chunk_00016_chr19	chr19	58617616	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00016_chr19
human_hg38	98	human_hg38_chunk_00017_bundle	chr1_KI270706v1_random,chr1_KI270707v1_random,chr1_KI270708v1_random,chr1_KI270709v1_random,chr1_KI270710v1_random,chr1_KI270711v1_random,chr1_KI270712v1_random,chr1_KI270713v1_random,chr1_KI270714v1_random	742520	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00017_bundle
human_hg38	99	human_hg38_chunk_00018_chr2	chr2	242193529	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00018_chr2
human_hg38	100	human_hg38_chunk_00019_chr20	chr20	64444167	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00019_chr20
human_hg38	101	human_hg38_chunk_00020_bundle	chr21	46709983	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00020_bundle
human_hg38	102	human_hg38_chunk_00021_chr22	chr22	50818468	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00021_chr22
human_hg38	103	human_hg38_chunk_00022_bundle	chr22_KI270731v1_random,chr22_KI270732v1_random,chr22_KI270733v1_random,chr22_KI270734v1_random,chr22_KI270735v1_random,chr22_KI270736v1_random,chr22_KI270737v1_random,chr22_KI270738v1_random,chr22_KI270739v1_random,chr2_KI270715v1_random,chr2_KI270716v1_random	1354318	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00022_bundle
human_hg38	104	human_hg38_chunk_00023_chr3	chr3	198295559	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00023_chr3
human_hg38	105	human_hg38_chunk_00024_bundle	chr3_GL000221v1_random	155397	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00024_bundle
human_hg38	106	human_hg38_chunk_00025_chr4	chr4	190214555	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00025_chr4
human_hg38	107	human_hg38_chunk_00026_bundle	chr4_GL000008v2_random	209709	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00026_bundle
human_hg38	108	human_hg38_chunk_00027_chr5	chr5	181538259	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00027_chr5
human_hg38	109	human_hg38_chunk_00028_bundle	chr5_GL000208v1_random	92689	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00028_bundle
human_hg38	110	human_hg38_chunk_00029_chr6	chr6	170805979	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00029_chr6
human_hg38	111	human_hg38_chunk_00030_chr7	chr7	159345973	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00030_chr7
human_hg38	112	human_hg38_chunk_00031_chr8	chr8	145138636	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00031_chr8
human_hg38	113	human_hg38_chunk_00032_chr9	chr9	138394717	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00032_chr9
human_hg38	114	human_hg38_chunk_00033_bundle	chr9_KI270717v1_random,chr9_KI270718v1_random,chr9_KI270719v1_random,chr9_KI270720v1_random,chr1_KI270762v1_alt,chr1_KI270766v1_alt,chr1_KI270760v1_alt,chr1_KI270765v1_alt,chr1_GL383518v1_alt,chr1_GL383519v1_alt,chr1_GL383520v2_alt,chr1_KI270764v1_alt,chr1_KI270763v1_alt,chr1_KI270759v1_alt,chr1_KI270761v1_alt,chr2_KI270770v1_alt,chr2_KI270773v1_alt,chr2_KI270774v1_alt,chr2_KI270769v1_alt,chr2_GL383521v1_alt,chr2_KI270772v1_alt,chr2_KI270775v1_alt,chr2_KI270771v1_alt,chr2_KI270768v1_alt,chr2_GL582966v2_alt,chr2_GL383522v1_alt,chr2_KI270776v1_alt,chr2_KI270767v1_alt,chr3_JH636055v2_alt,chr3_KI270783v1_alt,chr3_KI270780v1_alt,chr3_GL383526v1_alt,chr3_KI270777v1_alt,chr3_KI270778v1_alt,chr3_KI270781v1_alt,chr3_KI270779v1_alt,chr3_KI270782v1_alt,chr3_KI270784v1_alt,chr4_KI270790v1_alt,chr4_GL383528v1_alt,chr4_KI270787v1_alt,chr4_GL000257v2_alt,chr4_KI270788v1_alt,chr4_GL383527v1_alt,chr4_KI270785v1_alt,chr4_KI270789v1_alt,chr4_KI270786v1_alt,chr5_KI270793v1_alt,chr5_KI270792v1_alt,chr5_KI270791v1_alt,chr5_GL383532v1_alt,chr5_GL949742v1_alt,chr5_KI270794v1_alt,chr5_GL339449v2_alt,chr5_GL383530v1_alt,chr5_KI270796v1_alt,chr5_GL383531v1_alt,chr5_KI270795v1_alt,chr6_GL000250v2_alt,chr6_KI270800v1_alt,chr6_KI270799v1_alt,chr6_GL383533v1_alt,chr6_KI270801v1_alt,chr6_KI270802v1_alt,chr6_KB021644v2_alt,chr6_KI270797v1_alt,chr6_KI270798v1_alt,chr7_KI270804v1_alt,chr7_KI270809v1_alt,chr7_KI270806v1_alt,chr7_GL383534v2_alt,chr7_KI270803v1_alt,chr7_KI270808v1_alt,chr7_KI270807v1_alt,chr7_KI270805v1_alt,chr8_KI270818v1_alt,chr8_KI270812v1_alt,chr8_KI270811v1_alt,chr8_KI270821v1_alt,chr8_KI270813v1_alt,chr8_KI270822v1_alt,chr8_KI270814v1_alt,chr8_KI270810v1_alt,chr8_KI270819v1_alt,chr8_KI270820v1_alt,chr8_KI270817v1_alt,chr8_KI270816v1_alt,chr8_KI270815v1_alt,chr9_GL383539v1_alt,chr9_GL383540v1_alt,chr9_GL383541v1_alt,chr9_GL383542v1_alt,chr9_KI270823v1_alt,chr10_GL383545v1_alt,chr10_KI270824v1_alt,chr10_GL383546v1_alt,chr10_KI270825v1_alt,chr11_KI270832v1_alt,chr11_KI270830v1_alt,chr11_KI270831v1_alt,chr11_KI270829v1_alt,chr11_GL383547v1_alt,chr11_JH159136v1_alt,chr11_JH159137v1_alt,chr11_KI270827v1_alt,chr11_KI270826v1_alt,chr12_GL877875v1_alt,chr12_GL877876v1_alt,chr12_KI270837v1_alt,chr12_GL383549v1_alt,chr12_KI270835v1_alt,chr12_GL383550v2_alt,chr12_GL383552v1_alt,chr12_GL383553v2_alt,chr12_KI270834v1_alt,chr12_GL383551v1_alt,chr12_KI270833v1_alt,chr12_KI270836v1_alt,chr13_KI270840v1_alt,chr13_KI270839v1_alt,chr13_KI270843v1_alt,chr13_KI270841v1_alt,chr13_KI270838v1_alt,chr13_KI270842v1_alt,chr14_KI270844v1_alt,chr14_KI270847v1_alt,chr14_KI270845v1_alt,chr14_KI270846v1_alt,chr15_KI270852v1_alt,chr15_KI270851v1_alt,chr15_KI270848v1_alt,chr15_GL383554v1_alt,chr15_KI270849v1_alt,chr15_GL383555v2_alt,chr15_KI270850v1_alt,chr16_KI270854v1_alt,chr16_KI270856v1_alt,chr16_KI270855v1_alt,chr16_KI270853v1_alt,chr16_GL383556v1_alt,chr16_GL383557v1_alt,chr17_GL383563v3_alt,chr17_KI270862v1_alt,chr17_KI270861v1_alt,chr17_KI270857v1_alt,chr17_JH159146v1_alt,chr17_JH159147v1_alt,chr17_GL383564v2_alt,chr17_GL000258v2_alt,chr17_GL383565v1_alt,chr17_KI270858v1_alt,chr17_KI270859v1_alt,chr17_GL383566v1_alt,chr17_KI270860v1_alt,chr18_KI270864v1_alt,chr18_GL383567v1_alt,chr18_GL383570v1_alt,chr18_GL383571v1_alt,chr18_GL383568v1_alt,chr18_GL383569v1_alt,chr18_GL383572v1_alt,chr18_KI270863v1_alt,chr19_KI270868v1_alt,chr19_KI270865v1_alt,chr19_GL383573v1_alt,chr19_GL383575v2_alt,chr19_GL383576v1_alt	49975825	0	0	0	0	0	0	out,gff,tbl,masked	/srv/beegfs/scratch/shares/ds4dh/common/ab-initio-TE/software_outputs/repeatmasker_dfam/RMDFAM_STRESS_HUMAN_ASSEMBLIES_20260617/human_hg38/chunks/human_hg38_chunk_00033_bundle
