source	model	species	te_f1	anchor_type	species_group	panel	n_chrom	sd_te_f1	stage	label_jaccard	ucsc_bp_covered_by_self	self_bp_covered_by_ucsc	self_merged_bp	ucsc_merged_bp	target_gc	distance_mya_proxy	log_distance_mya	same_group_anchor	genome_size_bp	contig_count	max_contig_bp	assembly_n50_bp	assembly_l50	n_fraction	sampled_gc	kmer_sampled_bases	log_genome_size_bp	log_contig_count	log_assembly_n50_bp	log_max_contig_bp	kmer_js_to_anchor_proto	kmer_cosine_to_anchor_proto	minhash_anchor_proto	minhash_best_anchor_member	minhash_jaccard_best_member	minhash_mash_distance_best_member	minhash_jaccard_mean_proto	minhash_mash_distance_mean_proto
final_errorbar	ntv2_250m_w4096	mouse	0.9180812946491188	human_h0_ntv2_250m	vertebrate	animal_fine	3.0	0.0328346949301695		0.892472	0.903571	0.986424	1012599366	1105449631	0.4245689865689865	90.0	1.9542425094393248	0	2728222451	61	195154279	130530862	9	0.7530864197530864	0.386286	1000000	9.435879778485567	1.7853298350107671	8.115713206016725	8.290378078167688	0.3013870747975756	0.1905529139271684	human_h0_ntv2_250m	human	0.0	1.0	0.0	1.0
final_errorbar	ntv3_100m_pre_w2048	mouse	0.7771925460040144	human_h0_ntv3_100m	vertebrate	animal_fine	3.0	0.0909697815563608		0.892472	0.903571	0.986424	1012599366	1105449631	0.4245689865689865	90.0	1.9542425094393248	0	2728222451	61	195154279	130530862	9	0.7530864197530864	0.386286	1000000	9.435879778485567	1.7853298350107671	8.115713206016725	8.290378078167688	0.3013870747975756	0.1905529139271684	human_h0_ntv3_100m	human	0.0	1.0	0.0	1.0
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	opossum	0.8811419601553324	animal	vertebrate				animal_invert_boost_to_cross_eval	0.387702	0.396173	0.947731	784870682	1877580601		160.0	2.204119982655925	1	3605631728	11	748055161	527952102	3	0.0177926855021289	0.435701	1000000	9.556981366683372	1.041392685158225	8.72259452332798	8.873933623579223	0.1607102295887423	0.0512806903667795	animal	zebrafish	0.01035615054306643	0.25915535952251834	0.005919173183644179	0.4048484687282123
calib_anchor	cross_supervised_4096	opossum	0.8799647530707007	cross	vertebrate				cross_supervised_to_cross_eval	0.387702	0.396173	0.947731	784870682	1877580601		160.0	2.204119982655925	0	3605631728	11	748055161	527952102	3	0.0177926855021289	0.435701	1000000	9.556981366683372	1.041392685158225	8.72259452332798	8.873933623579223	0.1586751820351534	0.0461873669021071	cross	zebrafish	0.01035615054306643	0.25915535952251834	0.005758870302232056	0.3796592720350531
calib_anchor	insect_no_beetle_4096	opossum	0.3505344111723824	insect	vertebrate				insect_no_beetle_to_cross_eval	0.387702	0.396173	0.947731	784870682	1877580601		160.0	2.204119982655925	0	3605631728	11	748055161	527952102	3	0.0177926855021289	0.435701	1000000	9.556981366683372	1.041392685158225	8.72259452332798	8.873933623579223	0.2442594329957188	0.1031924297457334	insect	western_honey_bee	0.006795872136924239	0.28700437290251685	0.006289562922874994	0.2923491279050229
calib_anchor	plant_supervised_4096	opossum	0.3131202191971405	plant	vertebrate				plant_supervised_to_cross_eval	0.387702	0.396173	0.947731	784870682	1877580601		160.0	2.204119982655925	0	3605631728	11	748055161	527952102	3	0.0177926855021289	0.435701	1000000	9.556981366683372	1.041392685158225	8.72259452332798	8.873933623579223	0.1664911752100362	0.0432563267938208	plant	rice	0.006542526421741319	0.28952039476804003	0.005733093291372909	0.2987077906933562
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	pig	0.8761131743803473	animal	vertebrate				animal_invert_boost_to_cross_eval	0.582164	0.594998	0.964273	664295117	1076577590		96.0	1.9822712330395684	1	274330532	1	274330532	274330532	1	0.0	0.530948	1000000	8.438274145705899	0.0	8.438274145705899	8.438274145705899	0.2077955972696367	0.1201355226055826	animal	chicken	0.006036217303822937	0.2948565752796091	0.004062053480986848	0.42517651498805437
calib_anchor	cross_supervised_4096	pig	0.8761042913185231	cross	vertebrate				cross_supervised_to_cross_eval	0.582164	0.594998	0.964273	664295117	1076577590		96.0	1.9822712330395684	0	274330532	1	274330532	274330532	1	0.0	0.530948	1000000	8.438274145705899	0.0	8.438274145705899	8.438274145705899	0.2098828548461344	0.1185655744818539	cross	zebrafish	0.0057832537088257484	0.29769388290752885	0.003452096599401688	0.41023971230813205
calib_anchor	insect_no_beetle_4096	pig	0.1493562637371058	insect	vertebrate				insect_no_beetle_to_cross_eval	0.582164	0.594998	0.964273	664295117	1076577590		96.0	1.9822712330395684	0	274330532	1	274330532	274330532	1	0.0	0.530948	1000000	8.438274145705899	0.0	8.438274145705899	8.438274145705899	0.2607430443062736	0.1731967686892715	insect	fruit_fly	0.004016064257028112	0.3218875824868201	0.0038900898449506934	0.3240388665247391
calib_anchor	plant_supervised_4096	pig	0.0856805344147079	plant	vertebrate				plant_supervised_to_cross_eval	0.582164	0.594998	0.964273	664295117	1076577590		96.0	1.9822712330395684	0	274330532	1	274330532	274330532	1	0.0	0.530948	1000000	8.438274145705899	0.0	8.438274145705899	8.438274145705899	0.2025970561124229	0.105606010363931	plant	rice	0.004016064257028112	0.3218875824868201	0.0032107623454464725	0.33859434433918734
calib_anchor	insect_no_beetle_4096	red_flour_beetle	0.0059299524368398	insect	insect				insect_no_beetle_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	1	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.182358478678621	0.080736532281517	insect	western_honey_bee	0.011122345803842264	0.25444752170825474	0.0085792815538326	0.27465204849393193
calib_anchor	insect_no_beetle_4096	red_flour_beetle	0.0059299524368398	insect	insect				insect_no_beetle_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	1	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.182358478678621	0.080736532281517	insect	western_honey_bee	0.011122345803842264	0.25444752170825474	0.0085792815538326	0.27465204849393193
anchor_anchor	insect_no_beetle_4096	red_flour_beetle	0.0059299524368398	insect	insect				insect_no_beetle_to_insect_stress	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	1	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.182358478678621	0.080736532281517	insect	western_honey_bee	0.011122345803842264	0.25444752170825474	0.0085792815538326	0.27465204849393193
anchor_anchor	insect_primary_4096	red_flour_beetle	0.0053634200258507	insect	insect				insect_primary_to_insect_stress	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	1	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.182358478678621	0.080736532281517	insect	western_honey_bee	0.011122345803842264	0.25444752170825474	0.0085792815538326	0.27465204849393193
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	red_flour_beetle	0.0044488885799382	animal	insect				animal_invert_boost_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	1	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.1716680913935699	0.0724491888367001	animal	c_elegans	0.015486164001015486	0.23266857302458474	0.007584523885984587	0.39905819788413927
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	red_flour_beetle	0.0044488885799382	animal	insect				animal_invert_boost_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	1	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.1716680913935699	0.0724491888367001	animal	c_elegans	0.015486164001015486	0.23266857302458474	0.007584523885984587	0.39905819788413927
anchor_anchor	TFREPAIR_invert_boost_animal_4096_seed42	red_flour_beetle	0.0044488885799382	animal	insect				animal_invert_boost_to_insect_stress	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	1	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.1716680913935699	0.0724491888367001	animal	c_elegans	0.015486164001015486	0.23266857302458474	0.007584523885984587	0.39905819788413927
calib_anchor	cross_supervised_4096	red_flour_beetle	0.0030871384254842	cross	insect				cross_supervised_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.1770641784426884	0.0859070146414682	cross	c_elegans	0.015486164001015486	0.23266857302458474	0.007130218132851764	0.3701289443818736
calib_anchor	cross_supervised_4096	red_flour_beetle	0.0030871384254842	cross	insect				cross_supervised_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.1770641784426884	0.0859070146414682	cross	c_elegans	0.015486164001015486	0.23266857302458474	0.007130218132851764	0.3701289443818736
anchor_anchor	cross_supervised_4096	red_flour_beetle	0.0030871384254842	cross	insect				cross_supervised_to_insect_stress	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.1770641784426884	0.0859070146414682	cross	c_elegans	0.015486164001015486	0.23266857302458474	0.007130218132851764	0.3701289443818736
calib_anchor	plant_supervised_4096	red_flour_beetle	0.0023709296255628	plant	insect				plant_supervised_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.2062665763937115	0.1299963863429378	plant	maize	0.007556675062972292	0.2799803385253285	0.006391817070366698	0.2922710840261587
calib_anchor	plant_supervised_4096	red_flour_beetle	0.0023709296255628	plant	insect				plant_supervised_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.2062665763937115	0.1299963863429378	plant	maize	0.007556675062972292	0.2799803385253285	0.006391817070366698	0.2922710840261587
calib_anchor	direct_red_flour_beetle_4096	red_flour_beetle	0.0	other_anchor	insect				direct_beetle_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.387481875883399	0.3795499300235393	other_anchor	human	0.0035122930255895636	0.3307896753284549	0.0035122930255895636	0.3307896753284549
calib_anchor	direct_red_flour_beetle_4096	red_flour_beetle	0.0	other_anchor	insect				direct_beetle_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.387481875883399	0.3795499300235393	other_anchor	human	0.0035122930255895636	0.3307896753284549	0.0035122930255895636	0.3307896753284549
calib_anchor	direct_western_honey_bee_4096	red_flour_beetle	0.0	other_anchor	insect				direct_honeybee_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.387481875883399	0.3795499300235393	other_anchor	human	0.0035122930255895636	0.3307896753284549	0.0035122930255895636	0.3307896753284549
calib_anchor	direct_western_honey_bee_4096	red_flour_beetle	0.0	other_anchor	insect				direct_honeybee_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.387481875883399	0.3795499300235393	other_anchor	human	0.0035122930255895636	0.3307896753284549	0.0035122930255895636	0.3307896753284549
calib_anchor	direct_red_flour_beetle_4096	red_flour_beetle	0.0	other_anchor	insect				direct_beetle_own_holdout	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.387481875883399	0.3795499300235393	other_anchor	human	0.0035122930255895636	0.3307896753284549	0.0035122930255895636	0.3307896753284549
calib_anchor	cross_supervised_4096	rice	0.8757886614942711	cross	plant				cross_supervised_to_plant_fine	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.0009990009990009	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.0509643028428826	0.0089788460254062	cross	rice	1.0	0.0	0.12975073397671608	0.3457527198120651
calib_anchor	plant_supervised_4096	rice	0.8707687905287769	plant	plant				plant_supervised_to_plant_fine	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	1	375049285	63	43270923	29958434	6	0.0009990009990009	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.0266445732235012	0.0019077973482301	plant	rice	1.0	0.0	0.20493186326624202	0.23656122869633292
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	rice	0.7436754544113025	animal	plant				animal_invert_boost_to_plant_fine	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.0009990009990009	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.0884855408342787	0.024015940484199	animal	western_honey_bee	0.008827238335435058	0.26970362653684454	0.005414294543385888	0.4127043451398356
calib_anchor	insect_no_beetle_4096	rice	0.6461381376419327	insect	plant				insect_no_beetle_to_plant_fine	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.0009990009990009	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.1297892289697576	0.0416255932528221	insect	western_honey_bee	0.008827238335435058	0.26970362653684454	0.00667378993617559	0.2918695033232862
final_errorbar	ntv3_100m_pre_w2048	rice	0.4280118170164783	human_h0_ntv3_100m	plant	plant_fine	3.0	0.0089135891045139		0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.0009990009990009	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.2387362365796297	0.1495374763496936	human_h0_ntv3_100m	human	0.004016064257028112	0.3218875824868201	0.004016064257028112	0.3218875824868201
final_errorbar	ntv2_250m_w4096	rice	0.1180575922330197	human_h0_ntv2_250m	plant	plant_fine	3.0	0.0082940112619889		0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.0009990009990009	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.2387362365796297	0.1495374763496936	human_h0_ntv2_250m	human	0.004016064257028112	0.3218875824868201	0.004016064257028112	0.3218875824868201
supp_h0_transfer	ntv2_500m_H0_w4096	rice	0.115519977917328	human_h0_ntv2_500m	plant				transfer_BC_w4096	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.0009990009990009	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.2387362365796297	0.1495374763496936	human_h0_ntv2_500m	human	0.004016064257028112	0.3218875824868201	0.004016064257028112	0.3218875824868201
calib_anchor	cross_supervised_4096	sorghum	0.9154621597006132	cross	plant				cross_supervised_to_plant_fine	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.907864725292852	0.0537853232039029	0.0104612611262495	cross	sorghum	1.0	0.0	0.13054480664342852	0.339168602296494
calib_anchor	plant_supervised_4096	sorghum	0.9087078620701828	plant	plant				plant_supervised_to_plant_fine	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	1	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.907864725292852	0.0273914249208693	0.0019576048399221	plant	sorghum	1.0	0.0	0.20533854626250186	0.23331293426089625
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	sorghum	0.8370785739861111	animal	plant				animal_invert_boost_to_plant_fine	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.907864725292852	0.0942512747889714	0.0278449023844741	animal	c_elegans	0.009845998485231003	0.26248938756082907	0.0057520796300652354	0.4081500510093965
calib_anchor	insect_no_beetle_4096	sorghum	0.7395318366775196	insect	plant				insect_no_beetle_to_plant_fine	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.907864725292852	0.1395994473150001	0.0492361155990339	insect	western_honey_bee	0.006289308176100629	0.29213510897825873	0.005530989179735821	0.3012830038349841
final_errorbar	ntv3_100m_pre_w2048	sorghum	0.4747462171975484	human_h0_ntv3_100m	plant	plant_fine	3.0	0.0156681636990695		0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.907864725292852	0.2366280772731148	0.1465793330978378	human_h0_ntv3_100m	human	0.005025125628140704	0.3070113457325394	0.005025125628140704	0.3070113457325394
supp_h0_transfer	ntv2_500m_H0_w4096	sorghum	0.1793904911276665	human_h0_ntv2_500m	plant				transfer_BC_w4096	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.907864725292852	0.2366280772731148	0.1465793330978378	human_h0_ntv2_500m	human	0.005025125628140704	0.3070113457325394	0.005025125628140704	0.3070113457325394
final_errorbar	ntv2_250m_w4096	sorghum	0.1551588113564608	human_h0_ntv2_250m	plant	plant_fine	3.0	0.0342168256944894		0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.907864725292852	0.2366280772731148	0.1465793330978378	human_h0_ntv2_250m	human	0.005025125628140704	0.3070113457325394	0.005025125628140704	0.3070113457325394
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	soybean	0.5650860204945004	animal	plant				animal_invert_boost_to_cross_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.0140867288186392	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1721211082809056	0.0467496388777612	animal	c_elegans	0.015486164001015486	0.23266857302458474	0.008646221034963925	0.38898844540057326
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	soybean	0.5650854892493286	animal	plant				animal_invert_boost_to_plant_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.0140867288186392	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1721211082809056	0.0467496388777612	animal	c_elegans	0.015486164001015486	0.23266857302458474	0.008646221034963925	0.38898844540057326
calib_anchor	insect_no_beetle_4096	soybean	0.4867824461937038	insect	plant				insect_no_beetle_to_cross_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.0140867288186392	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.2213663352869438	0.0708915192575917	insect	western_honey_bee	0.014198782961460446	0.23837005125379554	0.010370654691600882	0.2639452230109178
calib_anchor	insect_no_beetle_4096	soybean	0.4867824461937038	insect	plant				insect_no_beetle_to_plant_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.0140867288186392	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.2213663352869438	0.0708915192575917	insect	western_honey_bee	0.014198782961460446	0.23837005125379554	0.010370654691600882	0.2639452230109178
calib_anchor	cross_supervised_4096	soybean	0.4136761357660033	cross	plant				cross_supervised_to_cross_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.0140867288186392	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1689640981121739	0.0484850139947763	cross	c_elegans	0.015486164001015486	0.23266857302458474	0.007956602986319066	0.36343110874852025
calib_anchor	cross_supervised_4096	soybean	0.4136761357660033	cross	plant				cross_supervised_to_plant_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.0140867288186392	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1689640981121739	0.0484850139947763	cross	c_elegans	0.015486164001015486	0.23266857302458474	0.007956602986319066	0.36343110874852025
calib_anchor	plant_supervised_4096	soybean	0.4115535505913839	plant	plant				plant_supervised_to_cross_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	1	978491270	1190	58018742	48577505	10	0.0140867288186392	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1946953499497931	0.0763255186024801	plant	thale_cress	0.014198782961460446	0.23837005125379554	0.008837825572143599	0.27442917651582677
calib_anchor	plant_supervised_4096	soybean	0.4115535505913839	plant	plant				plant_supervised_to_plant_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	1	978491270	1190	58018742	48577505	10	0.0140867288186392	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1946953499497931	0.0763255186024801	plant	thale_cress	0.014198782961460446	0.23837005125379554	0.008837825572143599	0.27442917651582677
calib_anchor	plant_supervised_4096	teosinte	0.9308197551982428	plant	plant				plant_supervised_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	1	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2100077500333409	0.103231294898657	plant	maize	0.11950741673663588	0.10294122975423052	0.026661584705627107	0.288035154362955
calib_anchor	plant_supervised_4096	teosinte	0.9308197551982428	plant	plant				plant_supervised_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	1	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2100077500333409	0.103231294898657	plant	maize	0.11950741673663588	0.10294122975423052	0.026661584705627107	0.288035154362955
calib_anchor	cross_supervised_4096	teosinte	0.9299634062638152	cross	plant				cross_supervised_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2120411295082017	0.1047709646574465	cross	maize	0.11950741673663588	0.10294122975423052	0.017635981476163853	0.38584098565941843
calib_anchor	cross_supervised_4096	teosinte	0.9299634062638152	cross	plant				cross_supervised_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2120411295082017	0.1047709646574465	cross	maize	0.11950741673663588	0.10294122975423052	0.017635981476163853	0.38584098565941843
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	teosinte	0.8886845637016639	animal	plant				animal_invert_boost_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2168178063542519	0.1112460410900726	animal	western_honey_bee	0.005025125628140704	0.3070113457325394	0.0026768548044381144	0.4546859763169415
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	teosinte	0.8886845637016639	animal	plant				animal_invert_boost_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2168178063542519	0.1112460410900726	animal	western_honey_bee	0.005025125628140704	0.3070113457325394	0.0026768548044381144	0.4546859763169415
calib_anchor	insect_no_beetle_4096	teosinte	0.7928110204987012	insect	plant				insect_no_beetle_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.24756711504357	0.1387104209292143	insect	western_honey_bee	0.005025125628140704	0.3070113457325394	0.004142861284097942	0.3213707762689546
calib_anchor	insect_no_beetle_4096	teosinte	0.7928110204987012	insect	plant				insect_no_beetle_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.24756711504357	0.1387104209292143	insect	western_honey_bee	0.005025125628140704	0.3070113457325394	0.004142861284097942	0.3213707762689546
calib_anchor	cross_supervised_4096	thale_cress	0.7121875392581978	cross	plant				cross_supervised_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.1110569059282151	0.0213077580291249	cross	zebrafish	0.009591115598182737	0.26422108665437977	0.006171162289570814	0.3760555391738481
calib_anchor	plant_supervised_4096	thale_cress	0.6974776069597389	plant	plant				plant_supervised_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	1	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.1249666485378415	0.0307960258984802	plant	thale_cress	1.0	0.0	0.2046275443404551	0.23908445535817996
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	thale_cress	0.2079073653834738	animal	plant				animal_invert_boost_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.1234742428456467	0.0279292546598651	animal	western_honey_bee	0.01035615054306643	0.25915535952251834	0.0066413873495687606	0.4013179338212955
