candidate_id	seqname	strand	arms	intron_count	strict_supported_introns	strict_intron_fraction	all_introns_strict	stringtie_exact_intron_chain	stringtie_exact_intron_chain_any_strand	stringtie_exact_full_chain	stringtie_exact_full_chain_any_strand
cand_0000189	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,U_soft	4	0	0.000000	0	0	0	0	0
cand_0000190	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE,U_soft	5	0	0.000000	0	0	0	0	0
cand_0000191	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D	22	20	0.909091	0	0	0	0	0
cand_0000192	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,U_soft	3	2	0.666667	0	1	1	0	0
cand_0000193	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE,U_soft	22	9	0.409091	0	0	0	0	0
cand_0000194	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	25	23	0.920000	0	0	0	0	0
cand_0000195	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D	6	3	0.500000	0	0	0	0	0
cand_0000196	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE	8	2	0.250000	0	0	0	0	0
cand_0000197	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE,U_soft	37	37	1.000000	1	1	1	0	0
cand_0000198	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,U_soft	6	0	0.000000	0	0	0	0	0
cand_0000199	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE,U_soft	26	26	1.000000	1	1	1	0	0
cand_0000200	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	24	24	1.000000	1	1	1	0	0
cand_0000201	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE	18	17	0.944444	0	0	0	0	0
cand_0000202	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE	53	52	0.981132	0	1	1	0	0
cand_0000203	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	3	0	0.000000	0	0	0	0	0
cand_0000204	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	7	7	1.000000	1	0	0	0	0
cand_0000205	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE	4	4	1.000000	1	1	1	0	0
cand_0000206	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	21	0	0.000000	0	0	0	0	0
cand_0000207	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D	13	11	0.846154	0	0	0	0	0
cand_0000208	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	6	0	0.000000	0	0	0	0	0
cand_0000209	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	2	1	0.500000	0	1	1	0	0
cand_0000210	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE	0	0		0	0	0	0	0
cand_0000211	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE	1	0	0.000000	0	0	0	0	0
cand_0000212	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D	3	0	0.000000	0	0	0	0	0
cand_0000213	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE	20	0	0.000000	0	0	0	0	0
cand_0000214	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D	4	0	0.000000	0	0	0	0	0
cand_0000215	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE,U_soft	3	0	0.000000	0	0	0	0	0
cand_0000216	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000217	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D	0	0		0	0	0	0	0
cand_0000218	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE	2	0	0.000000	0	0	0	0	0
cand_0000219	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	13	12	0.923077	0	0	0	0	0
cand_0000220	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	D,R_TE,U_soft	16	16	1.000000	1	1	1	0	0
cand_0000221	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE,U_soft	2	2	1.000000	1	0	0	0	0
cand_0000222	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	D,R_TE,U_soft	6	0	0.000000	0	0	0	0	0
cand_0000223	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	U_soft	0	0		0	0	0	0	0
cand_0000224	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	3	0	0.000000	0	0	0	0	0
cand_0000225	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	3	0	0.000000	0	0	0	0	0
cand_0000226	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	U_soft	3	0	0.000000	0	0	0	0	0
cand_0000227	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	3	0	0.000000	0	0	0	0	0
cand_0000228	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	1	0	0.000000	0	0	0	0	0
cand_0000229	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	U_soft	29	27	0.931034	0	0	0	0	0
cand_0000230	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	0	0		0	0	0	0	0
cand_0000231	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	23	20	0.869565	0	0	0	0	0
cand_0000232	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	U_soft	0	0		0	0	0	0	0
cand_0000233	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	5	3	0.600000	0	0	0	0	0
cand_0000234	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	U_soft	8	2	0.250000	0	0	0	0	0
cand_0000235	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	20	18	0.900000	0	0	0	0	0
cand_0000236	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	57	54	0.947368	0	0	0	0	0
cand_0000237	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE,U_soft	11	11	1.000000	1	0	0	0	0
cand_0000238	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	0	0		0	0	0	0	0
cand_0000239	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	U_soft	1	0	0.000000	0	0	0	0	0
cand_0000240	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	U_soft	4	0	0.000000	0	0	0	0	0
cand_0000241	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	U_soft	0	0		0	0	0	0	0
cand_0000242	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	U_soft	22	0	0.000000	0	0	0	0	0
cand_0000243	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	U_soft	2	0	0.000000	0	0	0	0	0
cand_0000244	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	0	0		0	0	0	0	0
cand_0000245	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	4	0	0.000000	0	0	0	0	0
cand_0000246	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	2	0	0.000000	0	0	0	0	0
cand_0000247	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	2	0	0.000000	0	0	0	0	0
cand_0000248	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	2	0	0.000000	0	0	0	0	0
cand_0000249	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	R_TE	2	0	0.000000	0	0	0	0	0
cand_0000250	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	24	19	0.791667	0	0	0	0	0
cand_0000251	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	3	2	0.666667	0	1	1	0	0
cand_0000252	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	5	3	0.600000	0	0	0	0	0
cand_0000253	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	6	0	0.000000	0	0	0	0	0
cand_0000254	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	R_TE	5	0	0.000000	0	0	0	0	0
cand_0000255	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	+	R_TE	5	0	0.000000	0	0	0	0	0
cand_0000256	NC_041730.1|base_mask_core=0|core=44829027-49829027|halo=44729027-49929027	-	R_TE	1	0	0.000000	0	0	0	0	0
cand_0000257	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	38	36	0.947368	0	0	0	0	0
cand_0000258	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	16	16	1.000000	1	0	0	0	0
cand_0000259	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE	18	18	1.000000	1	0	0	0	0
cand_0000260	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	22	22	1.000000	1	1	1	0	0
cand_0000261	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	1	1	1.000000	1	0	0	0	0
cand_0000262	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	17	17	1.000000	1	1	1	0	0
cand_0000263	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	34	34	1.000000	1	1	1	0	0
cand_0000264	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE	52	50	0.961538	0	0	0	0	0
cand_0000265	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	8	0	0.000000	0	0	0	0	0
cand_0000266	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE	5	0	0.000000	0	0	0	0	0
cand_0000267	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE	1	0	0.000000	0	0	0	0	0
cand_0000268	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	4	0	0.000000	0	0	0	0	0
cand_0000269	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	2	2	1.000000	1	1	1	0	0
cand_0000270	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE	12	12	1.000000	1	1	1	0	0
cand_0000271	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE	7	7	1.000000	1	0	0	0	0
cand_0000272	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	7	0	0.000000	0	0	0	0	0
cand_0000273	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000274	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	8	8	1.000000	1	0	0	0	0
cand_0000275	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	6	6	1.000000	1	1	1	0	0
cand_0000276	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	17	16	0.941176	0	0	0	0	0
cand_0000277	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	16	11	0.687500	0	0	0	0	0
cand_0000278	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE	4	1	0.250000	0	0	0	0	0
cand_0000279	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	2	0	0.000000	0	0	0	0	0
cand_0000280	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	13	0	0.000000	0	0	0	0	0
cand_0000281	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000282	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE	6	0	0.000000	0	0	0	0	0
cand_0000283	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	3	0	0.000000	0	0	0	0	0
cand_0000284	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE	20	20	1.000000	1	0	0	0	0
cand_0000285	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	D,R_TE,U_soft	4	4	1.000000	1	1	1	0	0
cand_0000286	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE	12	3	0.250000	0	0	0	0	0
cand_0000287	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	4	0	0.000000	0	0	0	0	0
cand_0000288	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	8	8	1.000000	1	1	1	0	0
cand_0000289	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	D,R_TE,U_soft	45	1	0.022222	0	0	0	0	0
cand_0000290	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	U_soft	0	0		0	0	0	0	0
cand_0000291	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	U_soft	52	48	0.923077	0	0	0	0	0
cand_0000292	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	U_soft	6	0	0.000000	0	0	0	0	0
cand_0000293	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	U_soft	13	12	0.923077	0	0	0	0	0
cand_0000294	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	U_soft	8	6	0.750000	0	0	0	0	0
cand_0000295	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	U_soft	3	1	0.333333	0	0	0	0	0
cand_0000296	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	U_soft	6	0	0.000000	0	0	0	0	0
cand_0000297	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	U_soft	20	20	1.000000	1	1	1	0	0
cand_0000298	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	U_soft	1	0	0.000000	0	0	0	0	0
cand_0000299	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	-	U_soft	14	3	0.214286	0	0	0	0	0
cand_0000300	NC_041730.1|base_mask_core=1|core=92158054-97158054|halo=92058054-97258054	+	U_soft	0	0		0	0	0	0	0
cand_0000301	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D	15	12	0.800000	0	0	0	0	0
cand_0000302	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	8	2	0.250000	0	0	0	0	0
cand_0000303	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	10	6	0.600000	0	0	0	0	0
cand_0000304	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000305	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	4	0	0.000000	0	0	0	0	0
cand_0000306	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	8	0	0.000000	0	0	0	0	0
cand_0000307	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE	4	4	1.000000	1	1	1	0	0
cand_0000308	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	5	5	1.000000	1	0	0	0	0
cand_0000309	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	9	9	1.000000	1	1	1	0	0
cand_0000310	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	2	2	1.000000	1	0	0	0	0
cand_0000311	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	19	19	1.000000	1	0	0	0	0
cand_0000312	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000313	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE	0	0		0	0	0	0	0
cand_0000314	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D	24	20	0.833333	0	0	0	0	0
cand_0000315	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,U_soft	12	0	0.000000	0	0	0	0	0
cand_0000316	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,U_soft	3	0	0.000000	0	0	0	0	0
cand_0000317	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	12	0	0.000000	0	0	0	0	0
cand_0000318	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D	22	18	0.818182	0	0	0	0	0
cand_0000319	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	4	4	1.000000	1	1	1	0	0
cand_0000320	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE	8	8	1.000000	1	0	0	0	0
cand_0000321	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	7	7	1.000000	1	1	1	0	0
cand_0000322	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,U_soft	23	0	0.000000	0	0	0	0	0
cand_0000323	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	5	0	0.000000	0	0	0	0	0
cand_0000324	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,U_soft	9	0	0.000000	0	0	0	0	0
cand_0000325	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	7	0	0.000000	0	0	0	0	0
cand_0000326	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	3	3	1.000000	1	1	1	0	0
cand_0000327	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	4	2	0.500000	0	0	0	0	0
cand_0000328	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	22	22	1.000000	1	0	0	0	0
cand_0000329	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE	16	0	0.000000	0	0	0	0	0
cand_0000330	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	6	6	1.000000	1	1	1	0	0
cand_0000331	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	6	6	1.000000	1	0	0	0	0
cand_0000332	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	7	7	1.000000	1	1	1	0	0
cand_0000333	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	24	24	1.000000	1	0	0	0	0
cand_0000334	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE	3	0	0.000000	0	0	0	0	0
cand_0000335	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	D,R_TE,U_soft	10	10	1.000000	1	0	0	0	0
cand_0000336	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	9	7	0.777778	0	0	0	0	0
cand_0000337	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,U_soft	9	8	0.888889	0	0	0	0	0
cand_0000338	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,U_soft	7	0	0.000000	0	0	0	0	0
cand_0000339	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000340	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000341	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	U_soft	4	0	0.000000	0	0	0	0	0
cand_0000342	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	U_soft	4	4	1.000000	1	0	0	0	0
cand_0000343	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	U_soft	1	0	0.000000	0	0	0	0	0
cand_0000344	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	U_soft	24	20	0.833333	0	0	0	0	0
cand_0000345	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	U_soft	1	0	0.000000	0	0	0	0	0
cand_0000346	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	U_soft	22	20	0.909091	0	0	0	0	0
cand_0000347	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	U_soft	12	7	0.583333	0	0	0	0	0
cand_0000348	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	U_soft	16	0	0.000000	0	0	0	0	0
cand_0000349	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	U_soft	3	0	0.000000	0	0	0	0	0
cand_0000350	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	R_TE	15	12	0.800000	0	0	0	0	0
cand_0000351	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	R_TE	24	20	0.833333	0	0	0	0	0
cand_0000352	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	R_TE	16	0	0.000000	0	0	0	0	0
cand_0000353	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	R_TE	21	18	0.857143	0	0	0	0	0
cand_0000354	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	R_TE	21	0	0.000000	0	0	0	0	0
cand_0000355	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	-	R_TE	8	0	0.000000	0	0	0	0	0
cand_0000356	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	R_TE	6	5	0.833333	0	0	0	0	0
cand_0000357	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	R_TE	2	0	0.000000	0	0	0	0	0
cand_0000358	NC_041731.1|base_mask_core=0|core=42864796-47864796|halo=42764796-47964796	+	R_TE	5	0	0.000000	0	0	0	0	0
cand_0000359	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	D,R_TE,U_soft	2	2	1.000000	1	0	0	0	0
cand_0000360	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	8	7	0.875000	0	0	0	0	0
cand_0000361	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	0	0		0	0	0	0	0
cand_0000362	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE	13	1	0.076923	0	0	0	0	0
cand_0000363	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,U_soft	10	9	0.900000	0	0	0	0	0
cand_0000364	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	D,R_TE,U_soft	10	10	1.000000	1	1	1	0	0
cand_0000365	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	D	7	0	0.000000	0	0	0	0	0
cand_0000366	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	10	10	1.000000	1	1	1	0	0
cand_0000367	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	D,R_TE,U_soft	16	16	1.000000	1	1	1	0	0
cand_0000368	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	11	11	1.000000	1	1	1	0	0
cand_0000369	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	6	6	1.000000	1	0	0	0	0
cand_0000370	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	15	15	1.000000	1	0	0	0	0
cand_0000371	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	32	29	0.906250	0	0	0	0	0
cand_0000372	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	+	D,R_TE,U_soft	14	6	0.428571	0	0	0	0	0
cand_0000373	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	7	7	1.000000	1	1	1	0	0
cand_0000374	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE	3	0	0.000000	0	0	0	0	0
cand_0000375	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE	2	0	0.000000	0	0	0	0	0
cand_0000376	NC_041731.1|base_mask_core=1|core=88229592-93229592|halo=88129592-93329592	-	D,R_TE,U_soft	0	0		0	0	0	0	0
