idx	contrast_role	source	species	chrom	start	end	label_name	model	score_name	chunk_start	chunk_end	original_score	occluded_score	delta_score	sf5_best_main4
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	binary	binary_te_mean	192	256	0.0038645293097943068	0.002961123827844858	0.0009034054819494486	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	binary	binary_te_mean	256	320	0.0038645293097943068	0.002370585920289159	0.001493943389505148	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	binary	binary_te_mean	320	384	0.0038645293097943068	0.007482588291168213	-0.003618058981373906	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	binary	binary_te_mean	384	448	0.0038645293097943068	0.0036010935436934233	0.0002634357661008835	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	binary	binary_te_mean	448	512	0.0038645293097943068	0.0046127112582325935	-0.0007481819484382868	SINE
1319	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	3136356	3136868	BG	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	binary	binary_te_mean	original	original	0.0019511602586135268	0.0019511602586135268	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	binary	binary_te_mean	0	64	0.0019511602586135268	0.0021044244058430195	-0.00015326414722949266	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	binary	binary_te_mean	64	128	0.0019511602586135268	0.002167328028008342	-0.00021616776939481497	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	binary	binary_te_mean	128	192	0.0019511602586135268	0.002424611011520028	-0.0004734507529065013	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	binary	binary_te_mean	192	256	0.0019511602586135268	0.002548559568822384	-0.0005973993102088571	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	binary	binary_te_mean	256	320	0.0019511602586135268	0.0025975052267313004	-0.0006463449681177735	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	binary	binary_te_mean	320	384	0.0019511602586135268	0.0024463993031531572	-0.0004952390445396304	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	binary	binary_te_mean	384	448	0.0019511602586135268	0.002243507420644164	-0.00029234716203063726	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	binary	binary_te_mean	448	512	0.0019511602586135268	0.0033035981468856335	-0.0013524378882721066	SINE
1404	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1935163	1935675	HighScoreUnannotated	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	binary	binary_te_mean	original	original	0.0022146881092339754	0.0022146881092339754	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	binary	binary_te_mean	0	64	0.0022146881092339754	0.006039495579898357	-0.003824807470664382	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	binary	binary_te_mean	64	128	0.0022146881092339754	0.005074559710919857	-0.0028598716016858816	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	binary	binary_te_mean	128	192	0.0022146881092339754	0.0022333187516778708	-1.863064244389534e-05	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	binary	binary_te_mean	192	256	0.0022146881092339754	0.002019341569393873	0.0001953465398401022	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	binary	binary_te_mean	256	320	0.0022146881092339754	0.0021149758249521255	9.971228428184986e-05	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	binary	binary_te_mean	320	384	0.0022146881092339754	0.002104969462379813	0.00010971864685416222	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	binary	binary_te_mean	384	448	0.0022146881092339754	0.0021904518362134695	2.4236273020505905e-05	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	binary	binary_te_mean	448	512	0.0022146881092339754	0.0026210108771920204	-0.000406322767958045	SINE
1206	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1934614	1935126	BG	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	binary	binary_te_mean	original	original	0.003479254199191928	0.003479254199191928	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	binary	binary_te_mean	0	64	0.003479254199191928	0.004928018897771835	-0.0014487646985799074	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	binary	binary_te_mean	64	128	0.003479254199191928	0.00404132716357708	-0.0005620729643851519	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	binary	binary_te_mean	128	192	0.003479254199191928	0.0024249551352113485	0.0010542990639805794	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	binary	binary_te_mean	192	256	0.003479254199191928	0.002961191814392805	0.0005180623847991228	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	binary	binary_te_mean	256	320	0.003479254199191928	0.0033268751576542854	0.00015237904153764248	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	binary	binary_te_mean	320	384	0.003479254199191928	0.002349535934627056	0.0011297182645648718	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	binary	binary_te_mean	384	448	0.003479254199191928	0.0022588088177144527	0.0012204453814774752	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	binary	binary_te_mean	448	512	0.003479254199191928	0.006301386281847954	-0.002822132082656026	SINE
1405	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1551855	1552367	HighScoreUnannotated	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	binary	binary_te_mean	original	original	0.0015721602831035852	0.0015721602831035852	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	binary	binary_te_mean	0	64	0.0015721602831035852	0.00195500161498785	-0.00038284133188426495	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	binary	binary_te_mean	64	128	0.0015721602831035852	0.0016466425731778145	-7.448229007422924e-05	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	binary	binary_te_mean	128	192	0.0015721602831035852	0.001825101557187736	-0.0002529412740841508	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	binary	binary_te_mean	192	256	0.0015721602831035852	0.001639976748265326	-6.781646516174078e-05	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	binary	binary_te_mean	256	320	0.0015721602831035852	0.001488436944782734	8.372333832085133e-05	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	binary	binary_te_mean	320	384	0.0015721602831035852	0.0015022323932498693	6.99278898537159e-05	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	binary	binary_te_mean	384	448	0.0015721602831035852	0.0016037551686167717	-3.1594885513186455e-05	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	binary	binary_te_mean	448	512	0.0015721602831035852	0.0021037645637989044	-0.0005316042806953192	SINE
1362	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1922089	1922601	BG	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	binary	binary_te_mean	original	original	0.0027520558796823025	0.0027520558796823025	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	binary	binary_te_mean	0	64	0.0027520558796823025	0.0023533361963927746	0.0003987196832895279	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	binary	binary_te_mean	64	128	0.0027520558796823025	0.001928283367305994	0.0008237725123763084	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	binary	binary_te_mean	128	192	0.0027520558796823025	0.0024481317959725857	0.0003039240837097168	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	binary	binary_te_mean	192	256	0.0027520558796823025	0.0022738282568752766	0.0004782276228070259	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	binary	binary_te_mean	256	320	0.0027520558796823025	0.0020975000225007534	0.0006545558571815491	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	binary	binary_te_mean	320	384	0.0027520558796823025	0.0025107748806476593	0.00024128099903464317	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	binary	binary_te_mean	384	448	0.0027520558796823025	0.004914041142910719	-0.0021619852632284164	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	binary	binary_te_mean	448	512	0.0027520558796823025	0.0032803115900605917	-0.0005282557103782892	SINE
1406	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	1298806	1299318	HighScoreUnannotated	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	binary	binary_te_mean	original	original	0.00459429481998086	0.00459429481998086	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	binary	binary_te_mean	0	64	0.00459429481998086	0.0019528253469616175	0.0026414694730192423	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	binary	binary_te_mean	64	128	0.00459429481998086	0.008609176613390446	-0.004014881793409586	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	binary	binary_te_mean	128	192	0.00459429481998086	0.004819600842893124	-0.00022530602291226387	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	binary	binary_te_mean	192	256	0.00459429481998086	0.00395221496000886	0.0006420798599720001	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	binary	binary_te_mean	256	320	0.00459429481998086	0.003789177630096674	0.0008051171898841858	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	binary	binary_te_mean	320	384	0.00459429481998086	0.003262894693762064	0.0013314001262187958	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	binary	binary_te_mean	384	448	0.00459429481998086	0.0031516156159341335	0.0014426792040467262	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	sf5	sf5_best_main4_frac	384	448	0.0	0.0	0.0	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	binary	binary_te_mean	448	512	0.00459429481998086	0.005095412954688072	-0.0005011181347072124	SINE
1166	high_score_strict_bg_vs_matched_bg:control	background_strict_negative	western_honey_bee	GroupUn	1551043	1551555	BG	sf5	sf5_best_main4_frac	448	512	0.0	0.0	0.0	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	binary	binary_te_mean	original	original	0.1644139587879181	0.1644139587879181	0.0	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	sf5	sf5_best_main4_frac	original	original	0.0	0.0	0.0	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	binary	binary_te_mean	0	64	0.1644139587879181	0.10594387352466583	0.05847008526325226	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	sf5	sf5_best_main4_frac	0	64	0.0	0.0	0.0	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	binary	binary_te_mean	64	128	0.1644139587879181	0.09415275603532791	0.07026120275259018	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	sf5	sf5_best_main4_frac	64	128	0.0	0.0	0.0	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	binary	binary_te_mean	128	192	0.1644139587879181	0.12439266592264175	0.04002129286527634	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	sf5	sf5_best_main4_frac	128	192	0.0	0.0	0.0	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	binary	binary_te_mean	192	256	0.1644139587879181	0.07471232116222382	0.08970163762569427	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	sf5	sf5_best_main4_frac	192	256	0.0	0.0	0.0	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	binary	binary_te_mean	256	320	0.1644139587879181	0.05393412709236145	0.11047983169555664	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	sf5	sf5_best_main4_frac	256	320	0.0	0.0	0.0	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	binary	binary_te_mean	320	384	0.1644139587879181	0.12347090989351273	0.040943048894405365	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	sf5	sf5_best_main4_frac	320	384	0.0	0.0	0.0	SINE
1407	high_score_strict_bg_vs_matched_bg:case	high_score_strict_bg	western_honey_bee	GroupUn	144980	145492	HighScoreUnannotated	binary	binary_te_mean	384	448	0.1644139587879181	0.17156407237052917	-0.007150113582611084	SINE
