source	model	species	te_f1	anchor_type	species_group	panel	n_chrom	sd_te_f1	stage	label_jaccard	ucsc_bp_covered_by_self	self_bp_covered_by_ucsc	self_merged_bp	ucsc_merged_bp	target_gc	distance_mya_proxy	log_distance_mya	same_group_anchor	genome_size_bp	contig_count	max_contig_bp	assembly_n50_bp	assembly_l50	n_fraction	sampled_gc	kmer_sampled_bases	log_genome_size_bp	log_contig_count	log_assembly_n50_bp	log_max_contig_bp	kmer_js_to_anchor_proto	kmer_cosine_to_anchor_proto
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	red_flour_beetle	0.0044488885799382	animal	insect				animal_invert_boost_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	1	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.17166809139356998	0.07244918883670015
anchor_anchor	TFREPAIR_invert_boost_animal_4096_seed42	red_flour_beetle	0.0044488885799382	animal	insect				animal_invert_boost_to_insect_stress	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	1	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.17166809139356998	0.07244918883670015
calib_anchor	cross_supervised_4096	red_flour_beetle	0.0030871384254842	cross	insect				cross_supervised_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.1770641784426884	0.08590701464146822
calib_anchor	cross_supervised_4096	red_flour_beetle	0.0030871384254842	cross	insect				cross_supervised_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.1770641784426884	0.08590701464146822
anchor_anchor	cross_supervised_4096	red_flour_beetle	0.0030871384254842	cross	insect				cross_supervised_to_insect_stress	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.1770641784426884	0.08590701464146822
calib_anchor	plant_supervised_4096	red_flour_beetle	0.0023709296255628	plant	insect				plant_supervised_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.20626657639371157	0.12999638634293786
calib_anchor	plant_supervised_4096	red_flour_beetle	0.0023709296255628	plant	insect				plant_supervised_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.20626657639371157	0.12999638634293786
calib_anchor	direct_red_flour_beetle_4096	red_flour_beetle	0.0	other_anchor	insect				direct_beetle_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.38748187588339905	0.3795499300235393
calib_anchor	direct_red_flour_beetle_4096	red_flour_beetle	0.0	other_anchor	insect				direct_beetle_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.38748187588339905	0.3795499300235393
calib_anchor	direct_western_honey_bee_4096	red_flour_beetle	0.0	other_anchor	insect				direct_honeybee_to_cross_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.38748187588339905	0.3795499300235393
calib_anchor	direct_western_honey_bee_4096	red_flour_beetle	0.0	other_anchor	insect				direct_honeybee_to_stress_eval	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.38748187588339905	0.3795499300235393
calib_anchor	direct_red_flour_beetle_4096	red_flour_beetle	0.0	other_anchor	insect				direct_beetle_own_holdout	0.027167	0.29354	0.029068	1816066	179836		820.0	2.9138138523837167	0	199682416	2211	32080666	13894384	6	0.0	0.330472	1000000	8.300339822655378	3.344588742578714	7.142839297329219	7.506243375731907	0.38748187588339905	0.3795499300235393
calib_anchor	cross_supervised_4096	rice	0.8757886614942711	cross	plant				cross_supervised_to_plant_fine	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.000999000999000999	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.050964302842882635	0.008978846025406217
calib_anchor	plant_supervised_4096	rice	0.8707687905287769	plant	plant				plant_supervised_to_plant_fine	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	1	375049285	63	43270923	29958434	6	0.000999000999000999	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.026644573223501274	0.0019077973482301003
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	rice	0.7436754544113025	animal	plant				animal_invert_boost_to_plant_fine	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.000999000999000999	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.08848554083427877	0.024015940484199083
calib_anchor	insect_no_beetle_4096	rice	0.6461381376419327	insect	plant				insect_no_beetle_to_plant_fine	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.000999000999000999	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.12978922896975761	0.04162559325282211
final_errorbar	ntv3_100m_pre_w2048	rice	0.4280118170164783	human_h0_ntv3_100m	plant	plant_fine	3.0	0.0089135891045139		0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.000999000999000999	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.23873623657962978	0.1495374763496936
final_errorbar	ntv2_250m_w4096	rice	0.1180575922330197	human_h0_ntv2_250m	plant	plant_fine	3.0	0.0082940112619889		0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.000999000999000999	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.23873623657962978	0.1495374763496936
supp_h0_transfer	ntv2_500m_H0_w4096	rice	0.115519977917328	human_h0_ntv2_500m	plant				transfer_BC_w4096	0.042709	0.042814	0.945597	6804792	150290274	0.4367724609375	1500.0	3.1760912590556813	0	375049285	63	43270923	29958434	6	0.000999000999000999	0.440543	1000000	8.574088341853379	1.7993405494535817	7.476519107994928	7.636196159112094	0.23873623657962978	0.1495374763496936
calib_anchor	cross_supervised_4096	sorghum	0.9154621597006132	cross	plant				cross_supervised_to_plant_fine	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.9078647252928524	0.05378532320390295	0.010461261126249566
calib_anchor	plant_supervised_4096	sorghum	0.9087078620701828	plant	plant				plant_supervised_to_plant_fine	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	1	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.9078647252928524	0.027391424920869337	0.0019576048399221335
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	sorghum	0.8370785739861111	animal	plant				animal_invert_boost_to_plant_fine	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.9078647252928524	0.09425127478897145	0.027844902384474124
calib_anchor	insect_no_beetle_4096	sorghum	0.7395318366775196	insect	plant				insect_no_beetle_to_plant_fine	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.9078647252928524	0.1395994473150001	0.04923611559903396
final_errorbar	ntv3_100m_pre_w2048	sorghum	0.4747462171975484	human_h0_ntv3_100m	plant	plant_fine	3.0	0.0156681636990695		0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.9078647252928524	0.23662807727311486	0.14657933309783788
supp_h0_transfer	ntv2_500m_H0_w4096	sorghum	0.1793904911276665	human_h0_ntv2_500m	plant				transfer_BC_w4096	0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.9078647252928524	0.23662807727311486	0.14657933309783788
final_errorbar	ntv2_250m_w4096	sorghum	0.1551588113564608	human_h0_ntv2_250m	plant	plant_fine	3.0	0.0342168256944894		0.057919	0.05798	0.982235	24648380	417568699	0.43649658203125	1500.0	3.1760912590556813	0	709344700	869	80884392	68658214	5	0.0	0.442729	1000000	8.85085732817176	2.9390197764486663	7.836692501973025	7.9078647252928524	0.23662807727311486	0.14657933309783788
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	soybean	0.5650860204945004	animal	plant				animal_invert_boost_to_cross_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.014086728818639281	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1721211082809056	0.04674963887776129
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	soybean	0.5650854892493286	animal	plant				animal_invert_boost_to_plant_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.014086728818639281	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1721211082809056	0.04674963887776129
calib_anchor	insect_no_beetle_4096	soybean	0.4867824461937038	insect	plant				insect_no_beetle_to_cross_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.014086728818639281	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.22136633528694385	0.07089151925759174
calib_anchor	insect_no_beetle_4096	soybean	0.4867824461937038	insect	plant				insect_no_beetle_to_plant_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.014086728818639281	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.22136633528694385	0.07089151925759174
calib_anchor	cross_supervised_4096	soybean	0.4136761357660033	cross	plant				cross_supervised_to_cross_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.014086728818639281	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1689640981121739	0.04848501399477634
calib_anchor	cross_supervised_4096	soybean	0.4136761357660033	cross	plant				cross_supervised_to_plant_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	0	978491270	1190	58018742	48577505	10	0.014086728818639281	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.1689640981121739	0.04848501399477634
calib_anchor	plant_supervised_4096	soybean	0.4115535505913839	plant	plant				plant_supervised_to_cross_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	1	978491270	1190	58018742	48577505	10	0.014086728818639281	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.19469534994979312	0.07632551860248016
calib_anchor	plant_supervised_4096	soybean	0.4115535505913839	plant	plant				plant_supervised_to_plant_eval	0.121572	0.122064	0.967888	51176368	405794558		1550.0	3.1903316981702914	1	978491270	1190	58018742	48577505	10	0.014086728818639281	0.330132	1000000	8.990556955279926	3.0755469613925306	7.686435205146788	7.763568307914055	0.19469534994979312	0.07632551860248016
calib_anchor	plant_supervised_4096	teosinte	0.9308197551982428	plant	plant				plant_supervised_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	1	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.21000775003334096	0.10323129489865701
calib_anchor	plant_supervised_4096	teosinte	0.9308197551982428	plant	plant				plant_supervised_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	1	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.21000775003334096	0.10323129489865701
calib_anchor	cross_supervised_4096	teosinte	0.9299634062638152	cross	plant				cross_supervised_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2120411295082017	0.10477096465744651
calib_anchor	cross_supervised_4096	teosinte	0.9299634062638152	cross	plant				cross_supervised_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2120411295082017	0.10477096465744651
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	teosinte	0.8886845637016639	animal	plant				animal_invert_boost_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2168178063542519	0.11124604109007263
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	teosinte	0.8886845637016639	animal	plant				animal_invert_boost_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.2168178063542519	0.11124604109007263
calib_anchor	insect_no_beetle_4096	teosinte	0.7928110204987012	insect	plant				insect_no_beetle_to_cross_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.24756711504357007	0.13871042092921437
calib_anchor	insect_no_beetle_4096	teosinte	0.7928110204987012	insect	plant				insect_no_beetle_to_plant_eval	0.086856	0.088019	0.868021	259955621	2563626352		1500.0	3.1760912590556813	0	3290921811	8365	294039681	175094470	8	0.0	0.438516	1000000	9.517317564015846	3.922465945298413	8.243272429998866	8.468405942917126	0.24756711504357007	0.13871042092921437
calib_anchor	cross_supervised_4096	thale_cress	0.7121875392581978	cross	plant				cross_supervised_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.11105690592821514	0.02130775802912499
calib_anchor	plant_supervised_4096	thale_cress	0.6974776069597389	plant	plant				plant_supervised_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	1	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.12496664853784152	0.030796025898480295
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	thale_cress	0.2079073653834738	animal	plant				animal_invert_boost_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.12347424284564676	0.027929254659865177
calib_anchor	insect_no_beetle_4096	thale_cress	0.1382559591838703	insect	plant				insect_no_beetle_to_plant_fine	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.15641723684247566	0.04308409899113064
final_errorbar	ntv3_100m_pre_w2048	thale_cress	0.1299511497000876	human_h0_ntv3_100m	plant	plant_fine	3.0	0.0173026332429277		0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.33525969013221796	0.268016439460078
final_errorbar	ntv2_250m_w4096	thale_cress	0.059250325526733	human_h0_ntv2_250m	plant	plant_fine	3.0	0.0279221757123653		0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.33525969013221796	0.268016439460078
supp_h0_transfer	ntv2_500m_H0_w4096	thale_cress	0.0350888069185704	human_h0_ntv2_500m	plant				transfer_BC_w4096	0.043011	0.043145	0.932855	1297325	28049979	0.37922119140625	1550.0	3.1903316981702914	0	119667750	7	30427671	23459830	3	0.0	0.372445	1000000	8.077977125476142	0.8450980400142568	7.370324860706645	7.48326871178776	0.33525969013221796	0.268016439460078
supp_h0_transfer	ntv2_500m_H0_w4096	western_clawed_frog	0.7676709570719781	human_h0_ntv2_500m	vertebrate				transfer_BC_w4096	0.000179	0.000179	0.967076	84407	455592780	0.5371810538664581	360.0	2.5563025007672877	0	1451301209	167	217471166	153961319	5	0.0029910269192422734	0.505897	1000000	9.16175755704896	2.2227164711475833	8.18741162307706	8.337401683004607	0.19579733993160095	0.09114358316841642
final_errorbar	ntv2_250m_w4096	western_clawed_frog	0.6476854010493278	human_h0_ntv2_250m	vertebrate	animal_fine	3.0	0.0436579387818896		0.000179	0.000179	0.967076	84407	455592780	0.5371810538664581	360.0	2.5563025007672877	0	1451301209	167	217471166	153961319	5	0.0029910269192422734	0.505897	1000000	9.16175755704896	2.2227164711475833	8.18741162307706	8.337401683004607	0.19579733993160095	0.09114358316841642
final_errorbar	ntv3_100m_pre_w2048	western_clawed_frog	0.5191597065847986	human_h0_ntv3_100m	vertebrate	animal_fine	3.0	0.0896323044666213		0.000179	0.000179	0.967076	84407	455592780	0.5371810538664581	360.0	2.5563025007672877	0	1451301209	167	217471166	153961319	5	0.0029910269192422734	0.505897	1000000	9.16175755704896	2.2227164711475833	8.18741162307706	8.337401683004607	0.19579733993160095	0.09114358316841642
anchor_anchor	insect_primary_4096	western_honey_bee	0.946524064171123	insect	insect				insect_primary_to_insect_stress	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.10308950498847733	0.019809443010871175
calib_anchor	insect_no_beetle_4096	western_honey_bee	0.7983193277310925	insect	insect				insect_no_beetle_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.10308950498847733	0.019809443010871175
calib_anchor	insect_no_beetle_4096	western_honey_bee	0.7983193277310925	insect	insect				insect_no_beetle_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.10308950498847733	0.019809443010871175
anchor_anchor	insect_no_beetle_4096	western_honey_bee	0.7983193277310925	insect	insect				insect_no_beetle_to_insect_stress	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.10308950498847733	0.019809443010871175
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	western_honey_bee	0.05217988328184	animal	insect				animal_invert_boost_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.1975547081920625	0.0743872976560842
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	western_honey_bee	0.05217988328184	animal	insect				animal_invert_boost_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.1975547081920625	0.0743872976560842
anchor_anchor	TFREPAIR_invert_boost_animal_4096_seed42	western_honey_bee	0.05217988328184	animal	insect				animal_invert_boost_to_insect_stress	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	1	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.1975547081920625	0.0743872976560842
calib_anchor	cross_supervised_4096	western_honey_bee	0.0052898014902451	cross	insect				cross_supervised_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.2119073798001238	0.09020087573092384
calib_anchor	cross_supervised_4096	western_honey_bee	0.0052898014902451	cross	insect				cross_supervised_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.2119073798001238	0.09020087573092384
anchor_anchor	cross_supervised_4096	western_honey_bee	0.0052898014902451	cross	insect				cross_supervised_to_insect_stress	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.2119073798001238	0.09020087573092384
calib_anchor	plant_supervised_4096	western_honey_bee	0.0003842421976866	plant	insect				plant_supervised_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.21448482783279832	0.10405869700852122
calib_anchor	plant_supervised_4096	western_honey_bee	0.0003842416254314	plant	insect				plant_supervised_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.21448482783279832	0.10405869700852122
calib_anchor	direct_red_flour_beetle_4096	western_honey_bee	0.0	other_anchor	insect				direct_beetle_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.37824342042524733	0.3304654870915913
calib_anchor	direct_red_flour_beetle_4096	western_honey_bee	0.0	other_anchor	insect				direct_beetle_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.37824342042524733	0.3304654870915913
calib_anchor	direct_western_honey_bee_4096	western_honey_bee	0.0	other_anchor	insect				direct_honeybee_to_cross_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.37824342042524733	0.3304654870915913
calib_anchor	direct_western_honey_bee_4096	western_honey_bee	0.0	other_anchor	insect				direct_honeybee_to_stress_eval	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.37824342042524733	0.3304654870915913
calib_anchor	direct_western_honey_bee_4096	western_honey_bee	0.0	other_anchor	insect				direct_honeybee_own_holdout	0.020425	0.982865	0.020432	4337232	90164		820.0	2.9138138523837167	0	51457486	3	25433307	14233499	2	0.03886355226419719	0.404665	1000000	7.71144856455995	0.47712125471966244	7.15331167517893	7.405402833572285	0.37824342042524733	0.3304654870915913
anchor_anchor	TFREPAIR_invert_boost_animal_4096_seed42	x_laevis	0.4013777654205557	animal	vertebrate				animal_invert_boost_to_insect_stress	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	1	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.11251831223754998	0.017500451096125746
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	x_laevis	0.4013775981071781	animal	vertebrate				animal_invert_boost_to_cross_eval	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	1	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.11251831223754998	0.017500451096125746
calib_anchor	TFREPAIR_invert_boost_animal_4096_seed42	x_laevis	0.4013775981071781	animal	vertebrate				animal_invert_boost_to_stress_eval	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	1	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.11251831223754998	0.017500451096125746
calib_anchor	cross_supervised_4096	x_laevis	0.3945827783795458	cross	vertebrate				cross_supervised_to_cross_eval	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.11419026961071617	0.018439744680508352
calib_anchor	cross_supervised_4096	x_laevis	0.3945827783795458	cross	vertebrate				cross_supervised_to_stress_eval	0.000194	0.000194	0.813401	56801	238590187		370.0	2.568201724066995	0	2718433805	108033	219802468	136570856	9	0.1479724726946478	0.38498	1000000	9.434318762214227	5.033556436308993	8.13535803149204	8.34203256448767	0.11419026961071617	0.018439744680508352
