package_id	feature_id	seqid	start1	end1	start0	end0	strand	length	flybase_name	header_md5	release	species
S0-02847	FBti0060398	3L	23758323	23758548	23758322	23758548	-	226	INE-1{}2337	555a088bcaf5fa3c73f1329ca4fcbd45	r6.68	Dmel
S0-02847	FBti0061012	3L	23758863	23765137	23758862	23765137	+	6275	transib3{}2951	4bf9fbf79b9ca8b6e7a9f946b6ca29be	r6.68	Dmel
S0-02847	FBti0060947	3L	23759080	23759353	23759079	23759353	+	274	invader2{}2886	297de799e8f834d37aa1675c88437eb0	r6.68	Dmel
S0-02847	FBti0060437	3L	23759859	23764580	23759858	23764580	+	4722	Doc{}2376	088921f2fe0e7b16c1bf924e7939725e	r6.68	Dmel
S0-02847	FBti0061023	3L	23765234	23765951	23765233	23765951	-	718	gypsy8{}2962	c809f16eeb1409277709a4f1e5a8e9da	r6.68	Dmel
S0-02847	FBti0060989	3L	23765953	23767536	23765952	23767536	-	1584	gypsy12{}2928	208058a6619431c94ace7dcdb6b5ebb6	r6.68	Dmel
S0-02847	FBti0061025	3L	23767845	23768006	23767844	23768006	-	162	gypsy8{}2964	eb36ad812c236c892d5daf10dffd2c93	r6.68	Dmel
S0-02847	FBti0061038	3L	23769056	23769709	23769055	23769709	+	654	412{}2977	fd24449805864a27a4fec5ae7fcd0b41	r6.68	Dmel
S0-02847	FBti0060399	3L	23769725	23770033	23769724	23770033	-	309	INE-1{}2338	e8bbf4158c8cfbfdf7761789bb6febac	r6.68	Dmel
S0-02847	FBti0060401	3L	23771712	23772121	23771711	23772121	-	410	INE-1{}2340	b55003a304fb5bd545263c95e85b8490	r6.68	Dmel
S0-02847	FBti0060403	3L	23772396	23772510	23772395	23772510	-	115	INE-1{}2342	096c711ea988d3b13aafe3baf4dd7ab7	r6.68	Dmel
S0-02847	FBti0060462	3L	23774586	23775551	23774585	23775551	-	966	1360{}2401	24eb45534c2687a4295c63c88ca732c1	r6.68	Dmel
S0-02975	FBti0215196	3R	2665607	2666702	2665606	2666702	+	1096	1360{}6417	4aa88be2812acb1e2a1dea41210c7f81	r6.68	Dmel
S0-02975	FBti0215197	3R	2674221	2675316	2674220	2675316	+	1096	1360{}6418	33820230952cd2379367c2445dff4502	r6.68	Dmel
S0-04050	FBti0102104	4	1320141	1332489	1320140	1332489	-	12349	TART-A{}6261	b9726066fe8705a89aa05429b8a0989b	r6.68	Dmel
S0-04050	FBti0102103	4	1332490	1333118	1332489	1333118	-	629	TART-A{}6260	99e5136f74afdfcac3ed87b385d6483f	r6.68	Dmel
S0-04050	FBti0102102	4	1333119	1345424	1333118	1345424	-	12306	TART-A{}6259	e7db900a9f261e6197d9b654b34f5b36	r6.68	Dmel
S0-04050	FBti0102101	4	1345425	1345937	1345424	1345937	-	513	TART-A{}6258	09ac63ab63d020c422ee5b236a52f5ee	r6.68	Dmel
S0-04144	FBti0019539	X	1737166	1746272	1737165	1746272	-	9107	roo{}20	7f447a951ef3b085c8b48969b7d621b9	r6.68	Dmel
S0-04401	FBti0019086	X	19136607	19143468	19136606	19143468	+	6862	412{}165	f74afb0e90f4685de34be18b895a422f	r6.68	Dmel
S0-04558	FBti0064092	X	21151432	21152970	21151431	21152970	-	1539	INE-1{}6031	9892ce05c52a4e928aa8a3d80c788646	r6.68	Dmel
S0-04558	FBti0019670	X	21153842	21154736	21153841	21154736	-	895	mariner2{}198	b8e67e8acf4029d5777ecb029605b78c	r6.68	Dmel
S0-04558	FBti0064160	X	21154737	21154865	21154736	21154865	+	129	1360{}6099	a2a0bbeb1647241f42ac4088a00d64ab	r6.68	Dmel
S0-04558	FBti0064074	X	21156816	21156968	21156815	21156968	-	153	jockey{}6013	6293033a76e96c90485bc7cbe9f10055	r6.68	Dmel
S0-04558	FBti0064175	X	21156969	21157091	21156968	21157091	+	123	Rt1c{}6114	5774660d9503740b6da7da4c599016b9	r6.68	Dmel
S0-04558	FBti0064133	X	21157555	21157927	21157554	21157927	-	373	297{}6072	834af6e4d226188d0d8d865abaec0d13	r6.68	Dmel
S0-04558	FBti0064093	X	21157931	21158667	21157930	21158667	+	737	INE-1{}6032	5dbe24737a2bc2d70b1b900e91543759	r6.68	Dmel
S0-04558	FBti0019671	X	21158686	21160332	21158685	21160332	+	1647	R1A1{}199	a215db04e91ff8419298275ddf0b95aa	r6.68	Dmel
S0-04558	FBti0019672	X	21160333	21161071	21160332	21161071	-	739	Rt1c{}200	6f082036a3c1a9fa102a0e82f4ff5def	r6.68	Dmel
S0-04558	FBti0064102	X	21162608	21164146	21162607	21164146	-	1539	INE-1{}6041	c858832e77ce9b0c3f3bf90135fcdb4b	r6.68	Dmel
S0-04558	FBti0019673	X	21164988	21165882	21164987	21165882	-	895	mariner2{}201	b8e67e8acf4029d5777ecb029605b78c	r6.68	Dmel
S0-04558	FBti0064172	X	21165883	21166011	21165882	21166011	+	129	1360{}6111	a2a0bbeb1647241f42ac4088a00d64ab	r6.68	Dmel
S0-04558	FBti0064131	X	21170977	21171447	21170976	21171447	+	471	gypsy{}6070	515278e808beb56f8d4f5f6e6dcaef3d	r6.68	Dmel
S0-04558	FBti0059772	X	21171513	21174790	21171512	21174790	+	3278	jockey2{}1711	b3d00e65aba1fbd1c8bdd2d7e9273352	r6.68	Dmel
S0-04558	FBti0019675	X	21172862	21173923	21172861	21173923	+	1062	FB{}203	49063480f3109aee33f5a11b50af254b	r6.68	Dmel
S0-04749	FBti0019741	X	22719152	22720584	22719151	22720584	+	1433	Rt1c{}269	a9473aefe9a6c34c47e64c99d7e9d221	r6.68	Dmel
S0-04749	FBti0061750	X	22720587	22721079	22720586	22721079	+	493	1360{}3689	361d217d5ca246bee169b93bb737d22e	r6.68	Dmel
S0-04749	FBti0061752	X	22721080	22721572	22721079	22721572	+	493	G5{}3691	bbef1e3b60ad76b2fc90da6bf8085a2b	r6.68	Dmel
S0-04749	FBti0061720	X	22722350	22724656	22722349	22724656	+	2307	G5A{}3659	c30e3e6259b33baacdebd2777c647785	r6.68	Dmel
S0-04749	FBti0061754	X	22726125	22726307	22726124	22726307	-	183	Helena{}3693	4340da0170c4970b6b31a330fce199bb	r6.68	Dmel
S0-04749	FBti0019742	X	22726308	22727474	22726307	22727474	-	1167	Helena{}270	5f037e6d0ce4283ff90320188587f1c9	r6.68	Dmel
S0-04749	FBti0061751	X	22728162	22728496	22728161	22728496	+	335	1360{}3690	90a7b862d2d336da661e1a6f057e8530	r6.68	Dmel
S0-04749	FBti0061721	X	22729169	22730455	22729168	22730455	-	1287	BS3{}3660	7a81ac62db74757aaf4ef9d6162853f1	r6.68	Dmel
S0-04749	FBti0019743	X	22730466	22731205	22730465	22731205	-	740	X{}271	0ea3b5342075a4c3f6ba97800db4a0cd	r6.68	Dmel
S1-00001	FBti0059713	2L	14465640	14469047	14465639	14469047	-	3408	Doc{}1652	008b3bf1bbe22d32541745ddaeef9a61	r6.68	Dmel
S1-00001	FBti0019760	2L	14466054	14467488	14466053	14467488	+	1435	hopper{}368	107a632b3af8e13ce2870ef7ce65e884	r6.68	Dmel
S1-00002	FBti0059716	2L	15718780	15727570	15718779	15727570	+	8791	antonia{}1655	98491a42e46355e4d9c322d6f56ef4bf	r6.68	Dmel
S1-00002	FBti0019768	2L	15721756	15723161	15721755	15723161	-	1406	H{}382	f9a94667f3eb09d3f179d3aeabb7ef80	r6.68	Dmel
S1-00014	FBti0060273	2L	21200390	21200753	21200389	21200753	+	364	INE-1{}2212	3b6d35cc3be8542e69f232688be55493	r6.68	Dmel
S1-00014	FBti0060281	2L	21200771	21201175	21200770	21201175	+	405	INE-1{}2220	ab8113165db08115391fda7a2f63bf29	r6.68	Dmel
S1-00014	FBti0063454	2L	21203399	21203735	21203398	21203735	-	337	INE-1{}5393	a8f28dc3b76f06d72cc1368ee5bb6907	r6.68	Dmel
S1-00014	FBti0063456	2L	21204943	21205350	21204942	21205350	+	408	INE-1{}5395	ba7f60de5e82fb67bf10fc0b2d5b3660	r6.68	Dmel
S1-00014	FBti0063458	2L	21208280	21208883	21208279	21208883	+	604	INE-1{}5397	5c8438b37a43d688604f34198485a411	r6.68	Dmel
S1-00014	FBti0060282	2L	21208596	21208773	21208595	21208773	+	178	FB{}2221	71a16f24865212a2c7e548f24f90fab1	r6.68	Dmel
S1-00014	FBti0063460	2L	21209403	21209484	21209402	21209484	+	82	INE-1{}5399	490907dbb9382c22bcd42de034b363a1	r6.68	Dmel
S1-00014	FBti0063462	2L	21212046	21212166	21212045	21212166	-	121	INE-1{}5401	698b0e638f2353b3a5b79b07043758e6	r6.68	Dmel
S1-00117	FBti0063839	2R	5942798	5942871	5942797	5942871	+	74	INE-1{}5778	d9aab6b7663570d5d671dd0fda4412e9	r6.68	Dmel
S1-00117	FBti0063841	2R	5944796	5945334	5944795	5945334	-	539	INE-1{}5780	5f283c6241d45103c80032a769ed183a	r6.68	Dmel
S1-00117	FBti0063843	2R	5948140	5948303	5948139	5948303	-	164	INE-1{}5782	96b957d65d9dfb8b3909920befaf6e7e	r6.68	Dmel
S1-00117	FBti0063844	2R	5949658	5949864	5949657	5949864	+	207	INE-1{}5783	c103eaa2a97bbe7a78cb7200692c4559	r6.68	Dmel
S1-00117	FBti0063845	2R	5951015	5951158	5951014	5951158	-	144	INE-1{}5784	f1fe9d6ab695e12ae4f746a36fb00b09	r6.68	Dmel
S1-00117	FBti0064256	2R	5951388	5952373	5951387	5952373	-	986	Cr1a{}6195	77e43104b79e2ab6508e2f21cfeb46c5	r6.68	Dmel
S1-00117	FBti0018924	2R	5951529	5952020	5951528	5952020	-	492	I{}706	ddae5e29b8550de82eb4e9700de98699	r6.68	Dmel
S1-00117	FBti0063846	2R	5954730	5954870	5954729	5954870	+	141	INE-1{}5785	d31cd837e1fca9f78d4c83f3337e0895	r6.68	Dmel
S1-00117	FBti0063847	2R	5956174	5956459	5956173	5956459	-	286	INE-1{}5786	6ecc9fb911ba4bdc5e9eccfe1019a2cf	r6.68	Dmel
S1-00141	FBti0063978	3L	21237902	21238136	21237901	21238136	-	235	INE-1{}5917	52b76ab74947262b4344bebc0ff8dd80	r6.68	Dmel
S1-00141	FBti0020186	3L	21243800	21251305	21243799	21251305	+	7506	412{}1075	74027e06181858eba99bfb69be1e8df3	r6.68	Dmel
S1-00141	FBti0020033	3L	21243865	21251304	21243864	21251304	+	7440	412{}922	400d01b745cb96b0666d7497f6410f80	r6.68	Dmel
S1-00144	FBti0060654	3L	22720019	22720507	22720018	22720507	-	489	INE-1{}2593	76928eb4f71947be3f4f238ef232faf1	r6.68	Dmel
S1-00144	FBti0020207	3L	22720519	22721098	22720518	22721098	-	580	1360{}1096	f06ff4d3034f085a553ad12f660cf912	r6.68	Dmel
S1-00144	FBti0060734	3L	22722246	22722421	22722245	22722421	-	176	1360{}2673	48d26d7bf42253e5ccb834d72c56c2fe	r6.68	Dmel
S1-00144	FBti0060655	3L	22722902	22723682	22722901	22723682	-	781	INE-1{}2594	f6755059302de1b5bec6a22de5b45b90	r6.68	Dmel
S1-00144	FBti0060717	3L	22723159	22723571	22723158	22723571	+	413	297{}2656	7b68a719b04e20cc4ca072856380af32	r6.68	Dmel
S1-00158	FBti0061822	3L	23225809	23226574	23225808	23226574	-	766	INE-1{}3761	e726be881da411a1199f85d698921a4d	r6.68	Dmel
S1-00158	FBti0061826	3L	23226793	23226970	23226792	23226970	-	178	INE-1{}3765	7166fb2e9b12f000067e64eab644e63a	r6.68	Dmel
S1-00158	FBti0061830	3L	23228423	23228527	23228422	23228527	+	105	INE-1{}3769	12b61991a3264b829c3e0cdb69ab2a48	r6.68	Dmel
S1-00158	FBti0062093	3L	23229253	23230040	23229252	23230040	-	788	diver2{}4032	42e232614163a4d3eb1ca01b4300e228	r6.68	Dmel
S1-00158	FBti0061994	3L	23230899	23231156	23230898	23231156	-	258	Stalker4{}3933	00d58683bdf9d9613c14bac6acb905c5	r6.68	Dmel
S1-00158	FBti0061832	3L	23231291	23231507	23231290	23231507	-	217	INE-1{}3771	fa5828a7291b7e08759334a1aee87c75	r6.68	Dmel
S1-00158	FBti0020283	3L	23233883	23234943	23233882	23234943	-	1061	S2{}1172	53716b3e36c0e9734e44252e0c1a8474	r6.68	Dmel
S1-00158	FBti0062461	3L	23235181	23237412	23235180	23237412	-	2232	diver2{}4400	a08ef7021ef3996530ec699a7a0a4c5c	r6.68	Dmel
S1-00158	FBti0062525	3L	23235636	23235971	23235635	23235971	-	336	HMS-Beagle2{}nAChRalpha4[4464]	938a4e12153d4e2886bf6f8ea38f02da	r6.68	Dmel
S1-00158	FBti0020282	3L	23241916	23243038	23241915	23243038	+	1123	1360{}1171	fa7a8f49cf125b8f091f10a37458eb8c	r6.68	Dmel
S1-00203	FBti0061899	3R	4509188	4509367	4509187	4509367	+	180	INE-1{}3838	372df6b105acfbc7a7a4ee3c84a94ac5	r6.68	Dmel
S1-00203	FBti0062391	3R	4511832	4512109	4511831	4512109	+	278	Tc1-2{}4330	0d5b1193f84f6841b3fb0304032d20d0	r6.68	Dmel
S1-00203	FBti0020298	3R	4515245	4516736	4515244	4516736	-	1492	HB{}1194	6255bd5a6c44d054d44f8a093d9006d6	r6.68	Dmel
S1-00203	FBti0062370	3R	4517932	4518255	4517931	4518255	+	324	1360{}4309	a5bfef578a0cc87867803e3224fe92a1	r6.68	Dmel
S1-00203	FBti0059740	3R	4518289	4519746	4518288	4519746	+	1458	looper1{}1679	c181aa4f50f1f5ea37ed0c934d37b9d3	r6.68	Dmel
S1-00203	FBti0019288	3R	4518538	4518848	4518537	4518848	-	311	S{}1196	00a439a08358317f6265d994d0c95b4e	r6.68	Dmel
S1-00203	FBti0061963	3R	4519769	4519991	4519768	4519991	+	223	S{}3902	5ee6396d6ec3e57437cb3e3b8618b454	r6.68	Dmel
S1-00203	FBti0061901	3R	4521272	4521309	4521271	4521309	+	38	INE-1{}3840	21d5e073bf88a50a7aea774db24d7140	r6.68	Dmel
S1-00203	FBti0062387	3R	4523537	4524118	4523536	4524118	+	582	Cr1a{}4326	71e9231c49a7f04711be903c155a56d2	r6.68	Dmel
S1-00203	FBti0062420	3R	4525091	4525779	4525090	4525779	-	689	Bari2{}4359	4432b88c5e104b92d7b4372002cc5569	r6.68	Dmel
S1-00203	FBti0061904	3R	4525209	4525396	4525208	4525396	+	188	INE-1{}3843	3e5d829964572585639c6f0253e21d3a	r6.68	Dmel
S1-00203	FBti0061907	3R	4526030	4526134	4526029	4526134	+	105	INE-1{}3846	42bbbf3179aa8fd73085c0db347d2f72	r6.68	Dmel
S1-00203	FBti0061908	3R	4528895	4528978	4528894	4528978	+	84	INE-1{}3847	150091d5bcbe25740094ed2a75ec9d48	r6.68	Dmel
S1-00210	FBti0020323	3R	8894928	8896023	8894927	8896023	-	1096	1360{}1270	e6a82113912514a3bae98cb2c2023beb	r6.68	Dmel
S1-00210	FBti0059706	3R	8898276	8906382	8898275	8906382	+	8107	297{}1645	d43fbc90c71140583cb237d07b6e115a	r6.68	Dmel
S1-00210	FBti0020325	3R	8898777	8903424	8898776	8903424	+	4648	1731{}pyd[1272]	1ab1c13fdfc7b00838a43f982b511b4c	r6.68	Dmel
S1-00210	FBti0019343	3R	8906389	8913800	8906388	8913800	+	7412	rover{}1275	a9f4f77bf0314e817292255628795bd5	r6.68	Dmel
S1-00220	FBti0059722	3R	12475236	12476473	12475235	12476473	-	1238	Dm88{}1661	b4dabc8a4417b5de90dbd80c20af2e89	r6.68	Dmel
S1-00220	FBti0020345	3R	12476814	12477425	12476813	12477425	-	612	Dm88{}lncRNA:alphagamma-element:CR32865[1311]	74838135e326dc6f5e1b209a2b95af71	r6.68	Dmel
S1-00220	FBti0059719	3R	12476998	12477385	12476997	12477385	-	388	invader1{}1658	ebab9139df47eeff4f7f2b39d09a9013	r6.68	Dmel
S1-00220	FBti0059723	3R	12478162	12479420	12478161	12479420	-	1259	Dm88{}1662	72ceed4bc47b8c0b3546bfdf3f0533ef	r6.68	Dmel
S1-00220	FBti0020349	3R	12478331	12478750	12478330	12478750	-	420	invader1{}1315	97dbb1e2f55cf0e3e4d5de5f1ecb29f2	r6.68	Dmel
S1-00220	FBti0059756	3R	12479761	12480942	12479760	12480942	-	1182	Dm88{}1695	497ed9401f7a979f22fb37bc1e595b09	r6.68	Dmel
S1-00220	FBti0020352	3R	12479945	12480286	12479944	12480286	-	342	invader1{}1318	46bcf96db6c54a197ec0e605cfeea665	r6.68	Dmel
S1-00220	FBti0059755	3R	12481096	12482249	12481095	12482249	-	1154	Dm88{}1694	d5aec8c3a2054bcb4d3e4df890b80dab	r6.68	Dmel
S1-00220	FBti0020355	3R	12481171	12481590	12481170	12481590	-	420	invader1{}1321	7feaa4a5f65cf4d673666a445ad534e1	r6.68	Dmel
S1-00220	FBti0059754	3R	12482590	12485777	12482589	12485777	-	3188	Dm88{}1693	126303567d04265bc2bc1545e14d8c68	r6.68	Dmel
S1-00220	FBti0020358	3R	12482773	12483194	12482772	12483194	-	422	invader1{}1324	7099fa707cdff266205393b7e7fff815	r6.68	Dmel
S1-00220	FBti0020359	3R	12483203	12485253	12483202	12485253	-	2051	micropia{}1325	d8f60e9d12cb108442617be05010aa9d	r6.68	Dmel
S1-00220	FBti0059724	3R	12486128	12487385	12486127	12487385	-	1258	Dm88{}1663	500450b4f0c6f0cb8d71bcc5567a36e9	r6.68	Dmel
S1-00220	FBti0020362	3R	12486298	12486715	12486297	12486715	-	418	invader1{}1328	f04057489729bd310a2b7780f738259e	r6.68	Dmel
S1-00220	FBti0059753	3R	12487740	12488907	12487739	12488907	-	1168	Dm88{}1692	aa66e300dbabde1a0a20573cbef7d4ea	r6.68	Dmel
S1-00220	FBti0020365	3R	12487909	12488251	12487908	12488251	-	343	invader1{}1331	a4e46b46626a0e0b0dc8d6ddae5bd5a7	r6.68	Dmel
S1-00220	FBti0059752	3R	12489061	12490214	12489060	12490214	-	1154	Dm88{}1691	d5aec8c3a2054bcb4d3e4df890b80dab	r6.68	Dmel
S1-00220	FBti0020368	3R	12489136	12489555	12489135	12489555	-	420	invader1{}1334	7feaa4a5f65cf4d673666a445ad534e1	r6.68	Dmel
S1-00220	FBti0059751	3R	12490555	12497205	12490554	12497205	-	6651	Dm88{}1690	064a640525b17d876d2587b492d85ec6	r6.68	Dmel
S1-00220	FBti0020371	3R	12490738	12491159	12490737	12491159	-	422	invader1{}1337	7099fa707cdff266205393b7e7fff815	r6.68	Dmel
S1-00220	FBti0020372	3R	12491168	12496540	12491167	12496540	-	5373	micropia{}1338	394211b7e3919235259f36ae5e61c3d3	r6.68	Dmel
S1-00231	FBti0062083	3R	32069435	32069796	32069434	32069796	+	362	INE-1{}4022	8651656ffc52dd1b40ccd729ae294440	r6.68	Dmel
S1-00231	FBti0062095	3R	32069821	32070254	32069820	32070254	-	434	INE-1{}4034	a6c5d129ac40c46007ed1edbcacf40ad	r6.68	Dmel
S1-00231	FBti0062098	3R	32070648	32070898	32070647	32070898	-	251	INE-1{}4037	49c00353d169fc206e6acf1259e5a1ee	r6.68	Dmel
S1-00231	FBti0062102	3R	32072826	32072960	32072825	32072960	+	135	INE-1{}4041	f0a8d7ea23288a8001121b200ae91a78	r6.68	Dmel
S1-00231	FBti0062137	3R	32072961	32073008	32072960	32073008	+	48	invader4{}4076	ef7c7ff581b47ff40a3a4bcfdfbd566b	r6.68	Dmel
S1-00231	FBti0062139	3R	32073394	32073962	32073393	32073962	+	569	invader4{}4078	33b1874c5d74913a0f16c25916fbe6e2	r6.68	Dmel
S1-00231	FBti0062140	3R	32073649	32073738	32073648	32073738	+	90	invader4{}4079	bdd534e0fe70e07325a8b7bd4e3b9230	r6.68	Dmel
S1-00231	FBti0062142	3R	32073963	32073992	32073962	32073992	+	30	invader4{}4081	d2a60dee382abfad63a59a3a96914ca3	r6.68	Dmel
S1-00231	FBti0062144	3R	32074378	32074946	32074377	32074946	+	569	invader4{}4083	33b1874c5d74913a0f16c25916fbe6e2	r6.68	Dmel
S1-00231	FBti0062145	3R	32074633	32074722	32074632	32074722	+	90	invader4{}4084	bdd534e0fe70e07325a8b7bd4e3b9230	r6.68	Dmel
S1-00231	FBti0062147	3R	32074947	32074976	32074946	32074976	+	30	invader4{}4086	d2a60dee382abfad63a59a3a96914ca3	r6.68	Dmel
S1-00231	FBti0062160	3R	32075362	32075930	32075361	32075930	+	569	invader4{}4099	33b1874c5d74913a0f16c25916fbe6e2	r6.68	Dmel
S1-00231	FBti0062162	3R	32075617	32075706	32075616	32075706	+	90	invader4{}4101	bdd534e0fe70e07325a8b7bd4e3b9230	r6.68	Dmel
S1-00231	FBti0062164	3R	32075931	32075960	32075930	32075960	+	30	invader4{}4103	d2a60dee382abfad63a59a3a96914ca3	r6.68	Dmel
S1-00231	FBti0062165	3R	32076346	32076914	32076345	32076914	+	569	invader4{}4104	33b1874c5d74913a0f16c25916fbe6e2	r6.68	Dmel
S1-00231	FBti0062166	3R	32076601	32076690	32076600	32076690	+	90	invader4{}4105	bdd534e0fe70e07325a8b7bd4e3b9230	r6.68	Dmel
S1-00231	FBti0062168	3R	32076915	32076944	32076914	32076944	+	30	invader4{}4107	d2a60dee382abfad63a59a3a96914ca3	r6.68	Dmel
S1-00231	FBti0062169	3R	32077330	32077898	32077329	32077898	+	569	invader4{}4108	33b1874c5d74913a0f16c25916fbe6e2	r6.68	Dmel
S1-00231	FBti0062171	3R	32077585	32077674	32077584	32077674	+	90	invader4{}4110	bdd534e0fe70e07325a8b7bd4e3b9230	r6.68	Dmel
S1-00231	FBti0062172	3R	32077899	32077928	32077898	32077928	+	30	invader4{}4111	d2a60dee382abfad63a59a3a96914ca3	r6.68	Dmel
S1-00231	FBti0062173	3R	32078314	32078882	32078313	32078882	+	569	invader4{}4112	33b1874c5d74913a0f16c25916fbe6e2	r6.68	Dmel
S1-00231	FBti0062189	3R	32078569	32078658	32078568	32078658	+	90	invader4{}4128	bdd534e0fe70e07325a8b7bd4e3b9230	r6.68	Dmel
S1-00231	FBti0062191	3R	32078883	32078912	32078882	32078912	+	30	invader4{}4130	d2a60dee382abfad63a59a3a96914ca3	r6.68	Dmel
S1-00242	FBti0063424	4	357584	357789	357583	357789	-	206	INE-1{}5363	83187810e3096b54a65978241f3f83ad	r6.68	Dmel
S1-00242	FBti0063426	4	361423	362060	361422	362060	-	638	INE-1{}5365	9ea7d37ea65b5427243e77489aeb809a	r6.68	Dmel
S1-00242	FBti0063427	4	362145	362207	362144	362207	+	63	INE-1{}5366	0d8ceac545ba961baf73a44ee62311ac	r6.68	Dmel
S1-00242	FBti0063429	4	366871	367070	366870	367070	+	200	INE-1{}5368	8532b9b341bf817a0a5916dc8ef9a755	r6.68	Dmel
S1-00242	FBti0063549	4	367340	368083	367339	368083	-	744	Fw3{}5488	aeb18a87a022a467828805eb37a491ff	r6.68	Dmel
S1-00242	FBti0020418	4	367425	367913	367424	367913	-	489	1360{}1507	52036dda6ecf6fc34ce10e2bd93427f6	r6.68	Dmel
S1-00242	FBti0064130	4	369982	370998	369981	370998	+	1017	1360{}6069	6cc1eae7ac09f89bc8bf9ae7f8b826a6	r6.68	Dmel
S1-00242	FBti0063570	4	373638	373864	373637	373864	+	227	INE-1{}5509	8d1a3585484b89c4c82a16678a917138	r6.68	Dmel
S1-00242	FBti0063423	4	373907	374053	373906	374053	+	147	INE-1{}5362	28c68e8747c30a428e51018ce47f7200	r6.68	Dmel
S1-00242	FBti0020419	4	374066	374746	374065	374746	-	681	1360{}1508	08b2ba96c0c707baaa6a58abc19a26db	r6.68	Dmel
S1-00242	FBti0063572	4	375433	375504	375432	375504	-	72	INE-1{}5511	cbe68c0440d773fca7f05c02d65b39bc	r6.68	Dmel
S1-00251	FBti0060958	4	947634	947690	947633	947690	+	57	INE-1{}2897	847e326dcd8c202b6bd320348cc26682	r6.68	Dmel
S1-00251	FBti0060960	4	949786	950359	949785	950359	-	574	INE-1{}2899	f9ab4bf3ec8d93dadbdde0a039112abe	r6.68	Dmel
S1-00251	FBti0019508	4	950360	951197	950359	951197	-	838	Tc1{}1544	91c5bf4993bd8ab085e984b02a459393	r6.68	Dmel
S1-00251	FBti0060962	4	952876	953086	952875	953086	+	211	INE-1{}2901	b692d591dacf0b2dcaaf4fd417548974	r6.68	Dmel
S1-00251	FBti0061568	4	953151	953198	953150	953198	-	48	1360{}3507	b9eeb82655e9e5be2332f969d496ba67	r6.68	Dmel
S1-00251	FBti0061569	4	953199	953247	953198	953247	+	49	1360{}3508	d2a69134bf639329901f3659450caefd	r6.68	Dmel
S1-00251	FBti0060964	4	955139	956342	955138	956342	-	1204	INE-1{}2903	79b1f73753fab6e3bc12c679d2664174	r6.68	Dmel
S1-00251	FBti0020437	4	955249	956200	955248	956200	+	952	1360{}1545	8987ff454230b5fdc6f3028e99c47203	r6.68	Dmel
S1-00251	FBti0020438	4	960196	961328	960195	961328	+	1133	1360{}1546	d90a304c3de6be6e58e0087d2cee114f	r6.68	Dmel
S1-00251	FBti0060965	4	963064	963420	963063	963420	+	357	INE-1{}2904	5c1b90bb78f0f07b3ded0ed4b1c460ca	r6.68	Dmel
S1-00251	FBti0061363	4	965725	966718	965724	966718	+	994	INE-1{}3302	23b84f75b76eb40588f2ac6984be34dc	r6.68	Dmel
S1-00262	FBti0062709	X	149973	150355	149972	150355	+	383	INE-1{}4648	663cca1974489ee1c430a5f5924500e7	r6.68	Dmel
S1-00262	FBti0062711	X	151235	151544	151234	151544	-	310	INE-1{}4650	876e9060a6673c53409ad0b2d4c46839	r6.68	Dmel
S1-00262	FBti0062713	X	152615	152708	152614	152708	-	94	INE-1{}4652	2893b031cee88fb71f38b8743d955739	r6.68	Dmel
S1-00262	FBti0062715	X	155425	155930	155424	155930	+	506	INE-1{}4654	0be62e5234e8efe2db0b029c78d31fea	r6.68	Dmel
S1-00262	FBti0062717	X	157891	157994	157890	157994	-	104	INE-1{}4656	444f58c454afe6434bc89bc9feedc0d4	r6.68	Dmel
S1-00262	FBti0062719	X	157996	158892	157995	158892	-	897	INE-1{}4658	6c1ce3d316a866aecdb730aee284d227	r6.68	Dmel
S1-00262	FBti0062721	X	158644	158727	158643	158727	+	84	INE-1{}4660	01af57eb6ee81c1912e5e174c97cf34a	r6.68	Dmel
S1-00262	FBti0063956	X	160323	168084	160322	168084	-	7762	Cr1a{}5895	09c52df2750777c82f0b92726efa5d87	r6.68	Dmel
S1-00262	FBti0062794	X	160809	168004	160808	168004	+	7196	roo{}4733	a690a689c9d7f7ed58cfde9a0937b3f7	r6.68	Dmel
S1-00262	FBti0062735	X	168124	168274	168123	168274	+	151	INE-1{}4674	df829eeab92ffe21fd5701e922088b43	r6.68	Dmel
S1-00262	FBti0062738	X	168328	168947	168327	168947	+	620	INE-1{}4677	bee57b99af05e4500e4958b6282d5049	r6.68	Dmel
S1-00264	FBti0059951	X	3593910	3593963	3593909	3593963	+	54	INE-1{}1890	f0be61bbec52ca6faafd137b894c0e5f	r6.68	Dmel
S1-00264	FBti0019558	X	3597606	3602314	3597605	3602314	+	4709	roo{}39	1aaf4326ec6f0e3d0358d4d9253f8fdb	r6.68	Dmel
S1-00264	FBti0019557	X	3601942	3602187	3601941	3602187	+	246	roo{}38	85b775824b9bccc346466bca993078ec	r6.68	Dmel
S1-00264	FBti0019560	X	3606329	3607076	3606328	3607076	+	748	roo{}41	368ce3854a37d414f9086189de4ebd9d	r6.68	Dmel
S1-00264	FBti0059692	X	3606344	3612864	3606343	3612864	-	6521	roo{}1631	6bf40591046cc6f8a38cc9fbd72a0f74	r6.68	Dmel
S1-00267	FBti0059710	X	4990099	4997254	4990098	4997254	-	7156	roo{}1649	10722cd2c88a722f03e646ac0faa1716	r6.68	Dmel
